entity_type,entity_id,fraud_type,is_fraud
trade,T0005643,wash_trading,1
listing,L0004573,wash_trading,1
trade,T0005644,wash_trading,1
listing,L0004574,wash_trading,1
trade,T0005645,wash_trading,1
listing,L0004575,wash_trading,1
trade,T0005646,wash_trading,1
listing,L0004576,wash_trading,1
trade,T0005647,wash_trading,1
listing,L0004577,wash_trading,1
trade,T0005648,wash_trading,1
listing,L0004578,wash_trading,1
trade,T0005649,wash_trading,1
listing,L0004579,wash_trading,1
trade,T0005650,wash_trading,1
listing,L0004580,wash_trading,1
trade,T0005651,wash_trading,1
listing,L0004581,wash_trading,1
trade,T0005652,wash_trading,1
listing,L0004582,wash_trading,1
trade,T0005653,wash_trading,1
listing,L0004583,wash_trading,1
trade,T0005654,wash_trading,1
listing,L0004584,wash_trading,1
trade,T0005655,wash_trading,1
listing,L0004585,wash_trading,1
trade,T0005656,wash_trading,1
listing,L0004586,wash_trading,1
trade,T0005657,wash_trading,1
listing,L0004587,wash_trading,1
trade,T0005658,wash_trading,1
listing,L0004588,wash_trading,1
trade,T0005659,wash_trading,1
listing,L0004589,wash_trading,1
trade,T0005660,wash_trading,1
listing,L0004590,wash_trading,1
trade,T0005661,wash_trading,1
listing,L0004591,wash_trading,1
trade,T0005662,wash_trading,1
listing,L0004592,wash_trading,1
trade,T0005663,wash_trading,1
listing,L0004593,wash_trading,1
trade,T0005664,wash_trading,1
listing,L0004594,wash_trading,1
trade,T0005665,wash_trading,1
listing,L0004595,wash_trading,1
trade,T0005666,wash_trading,1
listing,L0004596,wash_trading,1
trade,T0005667,wash_trading,1
listing,L0004597,wash_trading,1
trade,T0005668,wash_trading,1
listing,L0004598,wash_trading,1
trade,T0005669,wash_trading,1
listing,L0004599,wash_trading,1
trade,T0005670,wash_trading,1
listing,L0004600,wash_trading,1
trade,T0005671,wash_trading,1
listing,L0004601,wash_trading,1
trade,T0005672,wash_trading,1
listing,L0004602,wash_trading,1
trade,T0005673,wash_trading,1
listing,L0004603,wash_trading,1
trade,T0005674,wash_trading,1
listing,L0004604,wash_trading,1
