item_id,rarity,base_value,drop_rate
I0000,common,51.25,0.03391546809018169
I0001,common,60.64,0.024514971472401646
I0002,rare,454.47,0.012783886284563707
I0003,rare,351.54,0.019880655309162974
I0004,common,56.91,0.14356892355505785
I0005,common,41.91,0.09700792700897656
I0006,legendary,2419.9,0.0021961915523217032
I0007,common,33.7,0.04670095066795418
I0008,common,24.49,0.05438696208243749
I0009,common,43.79,0.11117082902099061
I0010,legendary,2381.59,0.0005100295540527811
I0011,common,44.93,0.04663665945338608
I0012,common,48.34,0.02253229673828072
I0013,common,61.6,0.12732810953718265
I0014,common,48.0,0.09774074012905955
I0015,common,39.61,0.06626265327171674
I0016,rare,526.32,0.009199283453833137
I0017,rare,439.18,0.007398700080837322
I0018,common,39.26,0.11602937494485517
I0019,common,40.81,0.03844849384337953
I0020,common,43.5,0.10941722196834087
I0021,common,52.94,0.06868290275001845
I0022,common,46.85,0.08982320101226
I0023,rare,452.42,0.015675199834532503
I0024,common,49.15,0.10741936818504272
I0025,common,50.84,0.1374460338777711
I0026,rare,354.21,0.008951611011347647
I0027,common,51.85,0.08190147418523867
I0028,common,56.05,0.03079032340124961
I0029,common,61.0,0.03469093114170445
I0030,legendary,3257.72,0.002600382610222664
I0031,rare,459.89,0.01357405931833257
I0032,rare,375.59,0.013813284705845688
I0033,common,40.45,0.10156995296615437
I0034,rare,327.96,0.018922687561314613
I0035,common,47.11,0.09633681284394584
I0036,rare,409.37,0.016143532025080898
I0037,common,48.8,0.1411518403187954
I0038,common,48.44,0.05646465618464819
I0039,common,57.68,0.13216183941021364
