trade_id,ts,buyer_id,seller_id,item_id,qty,price,listing_id
T0000001,2025-01-01 00:00:00,P00079,P00204,I0033,1,38.25,L0000014
T0000025,2025-01-01 00:00:00,P00285,P00432,I0019,1,43.87,L0000034
T0000019,2025-01-01 00:00:00,P00371,P00402,I0037,1,42.87,L0000029
T0000020,2025-01-01 00:00:00,P00314,P00469,I0025,1,49.61,L0000038
T0000021,2025-01-01 00:00:00,P00218,P00402,I0037,1,42.87,L0000029
T0000022,2025-01-01 00:00:00,P00389,P00011,I0014,1,40.87,L0000002
T0000023,2025-01-01 00:00:00,P00298,P00011,I0014,1,40.87,L0000002
T0000024,2025-01-01 00:00:00,P00574,P00513,I0028,1,38.22,L0000043
T0000027,2025-01-01 00:00:00,P00292,P00084,I0018,1,39.5,L0000009
T0000026,2025-01-01 00:00:00,P00223,P00068,I0013,1,52.22,L0000007
T0000029,2025-01-01 00:00:00,P00516,P00396,I0004,1,52.77,L0000028
T0000028,2025-01-01 00:00:00,P00160,P00435,I0035,1,42.87,L0000035
T0000030,2025-01-01 00:00:00,P00119,P00077,I0038,1,42.34,L0000008
T0000031,2025-01-01 00:00:00,P00397,P00435,I0035,1,42.87,L0000035
T0000032,2025-01-01 00:00:00,P00402,P00396,I0004,1,52.77,L0000028
T0000033,2025-01-01 00:00:00,P00502,P00107,I0001,1,60.03,L0000010
T0000018,2025-01-01 00:00:00,P00508,P00393,I0012,1,49.96,L0000027
T0000004,2025-01-01 00:00:00,P00321,P00011,I0014,1,40.87,L0000002
T0000016,2025-01-01 00:00:00,P00427,P00011,I0014,1,40.87,L0000002
T0000002,2025-01-01 00:00:00,P00150,P00050,I0010,1,2475.87,L0000006
T0000003,2025-01-01 00:00:00,P00484,P00084,I0018,1,39.5,L0000009
T0000005,2025-01-01 00:00:00,P00065,P00118,I0021,1,58.51,L0000011
T0000006,2025-01-01 00:00:00,P00008,P00107,I0001,1,60.03,L0000010
T0000007,2025-01-01 00:00:00,P00528,P00513,I0028,1,38.22,L0000043
T0000008,2025-01-01 00:00:00,P00386,P00204,I0033,1,38.25,L0000014
T0000017,2025-01-01 00:00:00,P00487,P00511,I0015,1,42.55,L0000042
T0000010,2025-01-01 00:00:00,P00251,P00407,I0007,1,32.08,L0000031
T0000011,2025-01-01 00:00:00,P00591,P00396,I0004,1,52.77,L0000028
T0000012,2025-01-01 00:00:00,P00202,P00041,I0011,1,40.21,L0000004
T0000013,2025-01-01 00:00:00,P00311,P00407,I0007,1,32.08,L0000031
T0000014,2025-01-01 00:00:00,P00344,P00407,I0007,1,32.08,L0000031
T0000009,2025-01-01 00:00:00,P00231,P00077,I0038,1,42.34,L0000008
T0000015,2025-01-01 00:00:00,P00215,P00068,I0013,1,52.22,L0000007
T0005803,2025-01-01 00:38:00,P00310,P00455,I0023,1,832.68,L0004526
T0005795,2025-01-01 00:40:00,P00430,P00033,I0008,1,41.32,L0004518
T0005789,2025-01-01 00:42:00,P00114,P00503,I0015,1,67.78,L0004512
T0005773,2025-01-01 00:44:00,P00291,P00296,I0014,1,85.82,L0004496
T0005812,2025-01-01 00:49:00,P00481,P00277,I0017,1,840.25,L0004535
T0005772,2025-01-01 00:50:00,P00296,P00148,I0014,1,85.82,L0004495
T0005779,2025-01-01 00:52:00,P00173,P00593,I0023,1,832.68,L0004502
T0005811,2025-01-01 00:53:00,P00277,P00517,I0017,1,840.25,L0004534
T0005815,2025-01-01 00:56:00,P00481,P00277,I0017,1,840.25,L0004538
T0005813,2025-01-01 00:57:00,P00517,P00481,I0017,1,840.25,L0004536
