player_id,day,top_features,top_feature_abs_z,anomaly_score,is_suspicious
P00000,2025-01-01,buyer_hour_entropy;s_items;max_pair_as_seller,0.51;0.5;0.48,0.0022669287678173515,0
P00000,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.51;0.5;0.48,0.0030050684303827247,0
P00000,2025-01-03,s_items;max_pair_as_seller;b_trades,0.5;0.48;0.44,0.00576988918652309,0
P00000,2025-01-04,b_price_z_max;buyer_hour_entropy;s_items,0.59;0.51;0.5,0.026492250346503102,0
P00001,2025-01-01,s_trades;s_counterparties;seller_hour_entropy,3.86;3.82;3.29,0.6154157355969447,0
P00001,2025-01-02,b_items;b_counterparties;b_trades,1.93;1.85;1.72,0.18057328400409656,0
P00001,2025-01-03,b_price_z_max;b_price_z_mean;buyer_hour_entropy,0.82;0.58;0.51,0.03882766363832236,0
P00001,2025-01-04,b_items;b_counterparties;b_trades,1.93;1.85;1.72,0.17576412556358345,0
P00002,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.59;0.5;0.48,0.011609183178283371,0
P00002,2025-01-02,s_items;max_pair_as_seller;b_trades,0.5;0.48;0.44,0.0029728180922744003,0
P00002,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.16;1.1;1.04,0.07585163710204473,0
P00002,2025-01-04,s_items;max_pair_as_seller;b_trades,0.5;0.48;0.44,0.022008348999150527,0
P00003,2025-01-01,s_items;max_pair_as_seller;b_trades,0.5;0.48;0.44,0.003968515785196449,0
P00003,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.51;0.5;0.48,0.006570673251753659,0
P00003,2025-01-03,s_items;b_price_z_mean;max_pair_as_seller,0.5;0.49;0.48,0.028552852802164855,0
P00003,2025-01-04,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.1;1.72;1.44,0.3111199808294963,0
P00004,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.16;1.1;1.04,0.06191947694266123,0
P00004,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.51;0.5;0.48,0.00835764298233081,0
P00004,2025-01-03,s_items;max_pair_as_seller;b_trades,0.5;0.48;0.44,0.02201887027519519,0
P00004,2025-01-04,b_price_z_mean;buyer_hour_entropy;b_counterparties,1.51;1.5;1.16,0.19642290850961283,0
P00005,2025-01-01,s_items;max_pair_as_seller;b_trades,0.5;0.48;0.44,0.007498127016748233,0
P00005,2025-01-02,max_pair_as_seller;s_items;seller_hour_entropy,4.8;1.63;1.19,0.3324906382535213,0
P00005,2025-01-03,b_price_z_max;b_price_z_mean;s_items,0.82;0.73;0.5,0.05438823127603485,0
P00005,2025-01-04,b_price_z_mean;b_price_z_max;s_items,1.36;1.01;0.5,0.12114490603082162,0
P00006,2025-01-01,buyer_hour_entropy;b_price_z_max;s_items,0.51;0.51;0.5,0.023787965161236806,0
P00006,2025-01-02,s_items;seller_hour_entropy;max_pair_as_seller,1.63;1.58;1.28,0.29072639455437604,0
P00006,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.5;1.16;1.16,0.09128766229523388,0
P00006,2025-01-04,b_price_z_mean;buyer_hour_entropy;s_items,0.7;0.51;0.5,0.02464303980756845,0
P00007,2025-01-01,b_items;b_counterparties;b_trades,2.7;2.6;2.44,0.3812275427728855,0
P00007,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.5;1.16;1.16,0.04044633070279906,0
