entity_type,entity_id,risk,code,detail
trade,T0005874,0.85,OVERPRICED,+3.1σ vs median
trade,T0003975,0.85,OVERPRICED,+63.0σ vs median
trade,T0003942,0.85,OVERPRICED,+63.0σ vs median
trade,T0004116,0.85,OVERPRICED,+63.0σ vs median
trade,T0004186,0.85,OVERPRICED,+63.0σ vs median
trade,T0004154,0.85,OVERPRICED,+63.0σ vs median
trade,T0004198,0.85,OVERPRICED,+63.0σ vs median
trade,T0004273,0.85,OVERPRICED,+63.0σ vs median
trade,T0004220,0.85,OVERPRICED,+63.0σ vs median
trade,T0004236,0.85,OVERPRICED,+63.0σ vs median
trade,T0004256,0.85,OVERPRICED,+63.0σ vs median
trade,T0004303,0.85,OVERPRICED,+63.0σ vs median
trade,T0004290,0.85,OVERPRICED,+63.0σ vs median
trade,T0004340,0.85,OVERPRICED,+63.0σ vs median
trade,T0004391,0.85,OVERPRICED,+63.0σ vs median
trade,T0004349,0.85,OVERPRICED,+63.0σ vs median
trade,T0004386,0.85,OVERPRICED,+63.0σ vs median
trade,T0004446,0.85,OVERPRICED,+92.6σ vs median
trade,T0004487,0.85,OVERPRICED,+92.6σ vs median
trade,T0004469,0.85,OVERPRICED,+92.6σ vs median
trade,T0004514,0.85,OVERPRICED,+92.6σ vs median
trade,T0004567,0.85,OVERPRICED,+92.6σ vs median
trade,T0000306,0.85,UNDERPRICED,-3.8σ vs median
trade,T0000341,0.85,UNDERPRICED,-4.7σ vs median
trade,T0000326,0.85,UNDERPRICED,-4.7σ vs median
trade,T0000366,0.85,UNDERPRICED,-4.7σ vs median
trade,T0000320,0.85,UNDERPRICED,-4.7σ vs median
trade,T0000373,0.85,UNDERPRICED,-4.7σ vs median
trade,T0000499,0.85,UNDERPRICED,-4.7σ vs median
trade,T0000482,0.85,UNDERPRICED,-4.7σ vs median
trade,T0000495,0.85,UNDERPRICED,-4.7σ vs median
trade,T0002075,0.85,OVERPRICED,+2.7σ vs median
trade,T0005365,0.85,UNDERPRICED,-6.1σ vs median
trade,T0005408,0.85,UNDERPRICED,-6.1σ vs median
trade,T0005465,0.85,UNDERPRICED,-6.1σ vs median
trade,T0005510,0.85,UNDERPRICED,-6.1σ vs median
trade,T0005513,0.85,UNDERPRICED,-6.1σ vs median
trade,T0005608,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005617,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005583,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005627,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005648,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005700,0.85,UNDERPRICED,-26.6σ vs median
trade,T0005695,0.85,UNDERPRICED,-26.6σ vs median
trade,T0000547,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000538,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000515,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000580,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000583,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000570,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000714,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000738,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000776,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000906,0.85,UNDERPRICED,-28.2σ vs median
trade,T0000936,0.85,UNDERPRICED,-28.2σ vs median
trade,T0005830,0.85,UNDERPRICED,-5.1σ vs median
trade,T0001739,0.85,UNDERPRICED,-4.2σ vs median
trade,T0001786,0.85,UNDERPRICED,-4.2σ vs median
trade,T0001812,0.85,UNDERPRICED,-4.2σ vs median
trade,T0001934,0.85,UNDERPRICED,-4.2σ vs median
trade,T0001955,0.85,UNDERPRICED,-4.2σ vs median
trade,T0002066,0.85,UNDERPRICED,-4.2σ vs median
trade,T0002096,0.85,UNDERPRICED,-4.2σ vs median
trade,T0002338,0.85,UNDERPRICED,-4.2σ vs median
trade,T0002329,0.85,UNDERPRICED,-4.2σ vs median
trade,T0002439,0.85,UNDERPRICED,-4.2σ vs median
trade,T0002496,0.85,UNDERPRICED,-4.2σ vs median
trade,T0002626,0.85,OVERPRICED,+9.3σ vs median
trade,T0002648,0.85,OVERPRICED,+3.0σ vs median
trade,T0004578,0.85,OVERPRICED,+11.8σ vs median
trade,T0004608,0.85,OVERPRICED,+11.8σ vs median
trade,T0004643,0.85,OVERPRICED,+11.8σ vs median
trade,T0004647,0.85,OVERPRICED,+11.8σ vs median
trade,T0004696,0.85,OVERPRICED,+11.8σ vs median
trade,T0004721,0.85,OVERPRICED,+11.8σ vs median
trade,T0004855,0.85,OVERPRICED,+7.0σ vs median
trade,T0004909,0.85,OVERPRICED,+7.0σ vs median
trade,T0004929,0.85,OVERPRICED,+7.0σ vs median
trade,T0004951,0.85,OVERPRICED,+7.0σ vs median
trade,T0004990,0.85,OVERPRICED,+7.0σ vs median
trade,T0005021,0.85,OVERPRICED,+7.0σ vs median
trade,T0005105,0.85,OVERPRICED,+7.0σ vs median
trade,T0005067,0.85,OVERPRICED,+7.0σ vs median
trade,T0005438,0.85,UNDERPRICED,-16.2σ vs median
trade,T0005444,0.85,UNDERPRICED,-6.3σ vs median
trade,T0005485,0.85,UNDERPRICED,-3.1σ vs median
trade,T0005571,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005665,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005668,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005769,0.85,UNDERPRICED,-3.2σ vs median
trade,T0000689,0.85,UNDERPRICED,-30.5σ vs median
trade,T0000687,0.85,UNDERPRICED,-30.5σ vs median
trade,T0005854,0.85,UNDERPRICED,-19.0σ vs median
trade,T0000766,0.85,UNDERPRICED,-30.5σ vs median
trade,T0005851,0.85,UNDERPRICED,-16.6σ vs median
trade,T0000857,0.85,UNDERPRICED,-30.5σ vs median
trade,T0000838,0.85,UNDERPRICED,-30.5σ vs median
trade,T0000854,0.85,UNDERPRICED,-30.5σ vs median
trade,T0005853,0.85,UNDERPRICED,-20.7σ vs median
trade,T0005856,0.85,UNDERPRICED,-18.8σ vs median
trade,T0005855,0.85,UNDERPRICED,-22.2σ vs median
trade,T0005852,0.85,UNDERPRICED,-22.6σ vs median
trade,T0000946,0.85,UNDERPRICED,-30.5σ vs median
trade,T0000952,0.85,UNDERPRICED,-30.5σ vs median
trade,T0001008,0.85,UNDERPRICED,-30.5σ vs median
trade,T0002643,0.85,OVERPRICED,+3.8σ vs median
trade,T0002711,0.85,OVERPRICED,+3.8σ vs median
trade,T0002768,0.85,OVERPRICED,+3.8σ vs median
trade,T0002760,0.85,OVERPRICED,+3.1σ vs median
trade,T0002774,0.85,OVERPRICED,+2.7σ vs median
trade,T0005533,0.85,UNDERPRICED,-5.8σ vs median
trade,T0000654,0.85,UNDERPRICED,-7.1σ vs median
trade,T0000611,0.85,UNDERPRICED,-3.5σ vs median
trade,T0001578,0.85,OVERPRICED,+3.4σ vs median
trade,T0005107,0.85,UNDERPRICED,-24.0σ vs median
trade,T0005109,0.85,UNDERPRICED,-24.0σ vs median
trade,T0005047,0.85,UNDERPRICED,-24.0σ vs median
trade,T0005281,0.85,UNDERPRICED,-23.7σ vs median
trade,T0005253,0.85,UNDERPRICED,-23.3σ vs median
trade,T0005351,0.85,UNDERPRICED,-23.3σ vs median
trade,T0002852,0.85,UNDERPRICED,-8.7σ vs median
trade,T0002814,0.85,UNDERPRICED,-8.7σ vs median
trade,T0002827,0.85,UNDERPRICED,-8.7σ vs median
trade,T0002905,0.85,UNDERPRICED,-8.7σ vs median
trade,T0002951,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003018,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003043,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003049,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003099,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003126,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003139,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003173,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003217,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003229,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003214,0.85,UNDERPRICED,-3.2σ vs median
trade,T0003250,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003284,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003264,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003299,0.85,UNDERPRICED,-8.7σ vs median
trade,T0003418,0.85,UNDERPRICED,-8.7σ vs median
trade,T0005825,0.85,UNDERPRICED,-584.0σ vs median
trade,T0005828,0.85,UNDERPRICED,-584.0σ vs median
trade,T0002817,0.85,OVERPRICED,+218.8σ vs median
trade,T0002989,0.85,OVERPRICED,+218.8σ vs median
trade,T0003021,0.85,OVERPRICED,+218.8σ vs median
trade,T0003273,0.85,UNDERPRICED,-45.3σ vs median
trade,T0003438,0.85,UNDERPRICED,-45.3σ vs median
trade,T0002390,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002422,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002450,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002510,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002534,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002613,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002601,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002653,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002624,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002679,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002702,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002739,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002896,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002955,0.85,UNDERPRICED,-5.3σ vs median
trade,T0002969,0.85,UNDERPRICED,-5.3σ vs median
trade,T0003004,0.85,UNDERPRICED,-5.3σ vs median
trade,T0003028,0.85,UNDERPRICED,-5.3σ vs median
trade,T0003083,0.85,UNDERPRICED,-5.3σ vs median
trade,T0003683,0.85,OVERPRICED,+3.9σ vs median
trade,T0000109,0.85,UNDERPRICED,-5.1σ vs median
trade,T0000099,0.85,UNDERPRICED,-5.1σ vs median
trade,T0000218,0.85,UNDERPRICED,-5.2σ vs median
trade,T0000221,0.85,UNDERPRICED,-5.2σ vs median
trade,T0000271,0.85,UNDERPRICED,-5.2σ vs median
trade,T0000316,0.85,UNDERPRICED,-5.2σ vs median
trade,T0005837,0.85,UNDERPRICED,-5.0σ vs median
trade,T0001533,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001505,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001551,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001564,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001586,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001669,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001641,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001743,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001767,0.85,UNDERPRICED,-3.6σ vs median
trade,T0001865,0.85,UNDERPRICED,-11.6σ vs median
trade,T0001867,0.85,UNDERPRICED,-11.2σ vs median
trade,T0002031,0.85,UNDERPRICED,-4.0σ vs median
trade,T0002172,0.85,UNDERPRICED,-4.0σ vs median
trade,T0002178,0.85,UNDERPRICED,-4.0σ vs median
trade,T0002154,0.85,UNDERPRICED,-4.0σ vs median
trade,T0003971,0.85,OVERPRICED,+4.6σ vs median
trade,T0003965,0.85,OVERPRICED,+4.6σ vs median
trade,T0003999,0.85,OVERPRICED,+4.8σ vs median
trade,T0004058,0.85,OVERPRICED,+4.8σ vs median
trade,T0004129,0.85,OVERPRICED,+4.2σ vs median
trade,T0004125,0.85,OVERPRICED,+4.2σ vs median
trade,T0004702,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004718,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004715,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004808,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004935,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004978,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004981,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005037,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005064,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005106,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005167,0.85,UNDERPRICED,-3.3σ vs median
trade,T0005171,0.85,UNDERPRICED,-3.3σ vs median
