entity_type,entity_id,risk,code,detail
trade,T0005830,0.85,UNDERPRICED,-980.9σ vs median
trade,T0001983,0.85,UNDERPRICED,-52.7σ vs median
trade,T0002062,0.85,UNDERPRICED,-52.7σ vs median
trade,T0002072,0.85,UNDERPRICED,-52.7σ vs median
trade,T0002516,0.85,OVERPRICED,+6.1σ vs median
trade,T0002657,0.85,OVERPRICED,+3.4σ vs median
trade,T0004178,0.85,OVERPRICED,+464.4σ vs median
trade,T0004354,0.85,OVERPRICED,+464.4σ vs median
trade,T0004427,0.85,UNDERPRICED,-251.4σ vs median
trade,T0004631,0.85,UNDERPRICED,-251.4σ vs median
trade,T0005836,0.85,UNDERPRICED,-914.7σ vs median
trade,T0002271,0.85,OVERPRICED,+46.5σ vs median
trade,T0002531,0.85,OVERPRICED,+46.5σ vs median
trade,T0002604,0.85,OVERPRICED,+46.5σ vs median
trade,T0002649,0.85,OVERPRICED,+46.5σ vs median
trade,T0003782,0.85,OVERPRICED,+145.5σ vs median
trade,T0003817,0.85,OVERPRICED,+145.5σ vs median
trade,T0003911,0.85,OVERPRICED,+145.5σ vs median
trade,T0003991,0.85,OVERPRICED,+145.5σ vs median
trade,T0004133,0.85,OVERPRICED,+145.5σ vs median
trade,T0004145,0.85,OVERPRICED,+145.5σ vs median
trade,T0004293,0.85,OVERPRICED,+145.5σ vs median
trade,T0004288,0.85,OVERPRICED,+4.2σ vs median
trade,T0001808,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001930,0.85,UNDERPRICED,-11.1σ vs median
trade,T0002058,0.85,UNDERPRICED,-39.8σ vs median
trade,T0002215,0.85,UNDERPRICED,-4.2σ vs median
trade,T0005833,0.85,UNDERPRICED,-38.9σ vs median
trade,T0002905,0.85,UNDERPRICED,-4.3σ vs median
trade,T0002971,0.85,UNDERPRICED,-4.3σ vs median
trade,T0002939,0.85,UNDERPRICED,-4.3σ vs median
trade,T0004589,0.85,OVERPRICED,+162.0σ vs median
trade,T0004660,0.85,OVERPRICED,+162.0σ vs median
trade,T0004629,0.85,OVERPRICED,+162.0σ vs median
trade,T0004726,0.85,OVERPRICED,+162.0σ vs median
trade,T0005127,0.85,OVERPRICED,+46.9σ vs median
trade,T0005270,0.85,OVERPRICED,+46.9σ vs median
trade,T0000836,0.85,UNDERPRICED,-23.5σ vs median
trade,T0000914,0.85,UNDERPRICED,-11.8σ vs median
trade,T0000971,0.85,UNDERPRICED,-11.8σ vs median
trade,T0000918,0.85,UNDERPRICED,-11.8σ vs median
trade,T0001091,0.85,UNDERPRICED,-11.4σ vs median
trade,T0001066,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001044,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001115,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001151,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001226,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001244,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001230,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001240,0.85,UNDERPRICED,-11.1σ vs median
trade,T0001304,0.85,UNDERPRICED,-11.1σ vs median
trade,T0004093,0.85,OVERPRICED,+3.2σ vs median
trade,T0004072,0.85,OVERPRICED,+3.2σ vs median
trade,T0004070,0.85,OVERPRICED,+3.2σ vs median
trade,T0000132,0.85,UNDERPRICED,-6.6σ vs median
trade,T0000190,0.85,UNDERPRICED,-3.0σ vs median
trade,T0000424,0.85,UNDERPRICED,-2.5σ vs median
trade,T0000450,0.85,UNDERPRICED,-2.5σ vs median
trade,T0000585,0.85,UNDERPRICED,-2.5σ vs median
trade,T0000597,0.85,UNDERPRICED,-19.4σ vs median
trade,T0000707,0.85,UNDERPRICED,-9.7σ vs median
trade,T0000736,0.85,UNDERPRICED,-6.1σ vs median
trade,T0000794,0.85,UNDERPRICED,-4.4σ vs median
trade,T0000854,0.85,UNDERPRICED,-2.9σ vs median
trade,T0005780,0.85,OVERPRICED,+16.4σ vs median
trade,T0000194,0.85,UNDERPRICED,-71.7σ vs median
trade,T0000287,0.85,UNDERPRICED,-35.9σ vs median
trade,T0000385,0.85,UNDERPRICED,-23.9σ vs median
trade,T0000369,0.85,UNDERPRICED,-17.9σ vs median
trade,T0002075,0.85,OVERPRICED,+8.5σ vs median
trade,T0003023,0.85,OVERPRICED,+5.8σ vs median
trade,T0003014,0.85,OVERPRICED,+2.9σ vs median
trade,T0000553,0.85,UNDERPRICED,-36.4σ vs median
trade,T0000564,0.85,UNDERPRICED,-36.4σ vs median
trade,T0000609,0.85,UNDERPRICED,-36.4σ vs median
trade,T0000768,0.85,UNDERPRICED,-36.4σ vs median
trade,T0000789,0.85,UNDERPRICED,-36.4σ vs median
trade,T0000906,0.85,UNDERPRICED,-36.4σ vs median
trade,T0000956,0.85,UNDERPRICED,-36.4σ vs median
trade,T0000945,0.85,UNDERPRICED,-36.4σ vs median
trade,T0001997,0.85,OVERPRICED,+12.8σ vs median
trade,T0002066,0.85,OVERPRICED,+12.8σ vs median
trade,T0002193,0.85,OVERPRICED,+12.8σ vs median
trade,T0002212,0.85,OVERPRICED,+12.8σ vs median
trade,T0002267,0.85,OVERPRICED,+12.8σ vs median
trade,T0002280,0.85,OVERPRICED,+12.8σ vs median
trade,T0002348,0.85,OVERPRICED,+12.8σ vs median
trade,T0002340,0.85,OVERPRICED,+12.8σ vs median
trade,T0002455,0.85,OVERPRICED,+24.3σ vs median
trade,T0002457,0.85,OVERPRICED,+24.3σ vs median
trade,T0002549,0.85,OVERPRICED,+27.3σ vs median
trade,T0002532,0.85,OVERPRICED,+27.3σ vs median
trade,T0002614,0.85,OVERPRICED,+27.3σ vs median
trade,T0002741,0.85,OVERPRICED,+11.5σ vs median
trade,T0002771,0.85,OVERPRICED,+11.5σ vs median
trade,T0004401,0.85,UNDERPRICED,-4.4σ vs median
trade,T0004476,0.85,UNDERPRICED,-4.4σ vs median
trade,T0004469,0.85,UNDERPRICED,-3.4σ vs median
trade,T0000277,0.85,UNDERPRICED,-21.5σ vs median
trade,T0000345,0.85,UNDERPRICED,-21.5σ vs median
trade,T0005834,0.85,UNDERPRICED,-79.8σ vs median
trade,T0002245,0.85,OVERPRICED,+16.1σ vs median
trade,T0002294,0.85,OVERPRICED,+16.1σ vs median
