listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0000001,2025-01-01 00:00:00,P00037,EU,I0039,2,50.89,2025-01-02 09:00:00
L0000024,2025-01-01 00:00:00,P00346,NA,I0010,1,45.87,2025-01-02 08:00:00
L0000025,2025-01-01 00:00:00,P00350,NA,I0011,2,52.0,2025-01-02 00:00:00
L0000026,2025-01-01 00:00:00,P00351,EU,I0032,2,52.34,2025-01-01 18:00:00
L0000027,2025-01-01 00:00:00,P00400,EU,I0017,1,60.25,2025-01-01 20:00:00
L0000028,2025-01-01 00:00:00,P00421,ASIA,I0034,1,33.28,2025-01-02 09:00:00
L0000029,2025-01-01 00:00:00,P00445,NA,I0020,1,57.63,2025-01-01 12:00:00
L0000030,2025-01-01 00:00:00,P00463,NA,I0031,1,44.17,2025-01-01 18:00:00
L0000031,2025-01-01 00:00:00,P00473,EU,I0016,1,49.42,2025-01-02 02:00:00
L0000033,2025-01-01 00:00:00,P00515,EU,I0009,2,40.82,2025-01-01 21:00:00
L0000034,2025-01-01 00:00:00,P00535,NA,I0033,1,46.39,2025-01-02 02:00:00
L0000035,2025-01-01 00:00:00,P00539,NA,I0011,2,51.92,2025-01-02 01:00:00
L0000036,2025-01-01 00:00:00,P00553,EU,I0008,2,51.14,2025-01-02 08:00:00
L0000037,2025-01-01 00:00:00,P00570,ASIA,I0024,1,33.88,2025-01-02 09:00:00
L0000038,2025-01-01 00:00:00,P00578,EU,I0032,1,38.36,2025-01-01 19:00:00
L0000040,2025-01-01 00:00:00,P00599,EU,I0012,1,528.37,2025-01-01 22:00:00
L0000010,2025-01-01 00:00:00,P00158,EU,I0004,1,52.48,2025-01-01 20:00:00
L0000018,2025-01-01 00:00:00,P00257,ASIA,I0036,1,54.56,2025-01-01 22:00:00
L0000023,2025-01-01 00:00:00,P00312,EU,I0011,2,44.98,2025-01-02 02:00:00
L0000022,2025-01-01 00:00:00,P00311,EU,I0012,1,603.37,2025-01-02 05:00:00
L0000039,2025-01-01 00:00:00,P00591,EU,I0024,1,47.31,2025-01-01 14:00:00
L0000032,2025-01-01 00:00:00,P00503,EU,I0032,1,33.61,2025-01-02 07:00:00
L0000020,2025-01-01 00:00:00,P00289,EU,I0007,3,625.16,2025-01-01 23:00:00
L0000002,2025-01-01 00:00:00,P00045,EU,I0018,1,40.28,2025-01-02 11:00:00
L0000003,2025-01-01 00:00:00,P00052,EU,I0030,2,74.69,2025-01-01 15:00:00
L0000021,2025-01-01 00:00:00,P00297,EU,I0023,1,437.7,2025-01-01 21:00:00
L0000004,2025-01-01 00:00:00,P00060,EU,I0031,1,46.32,2025-01-01 14:00:00
L0000005,2025-01-01 00:00:00,P00061,ASIA,I0019,1,69.16,2025-01-01 22:00:00
L0000008,2025-01-01 00:00:00,P00117,EU,I0038,2,368.76,2025-01-01 16:00:00
L0000019,2025-01-01 00:00:00,P00258,EU,I0028,2,54.83,2025-01-02 04:00:00
L0000007,2025-01-01 00:00:00,P00095,NA,I0025,1,314.27,2025-01-02 09:00:00
L0000011,2025-01-01 00:00:00,P00164,NA,I0023,3,398.64,2025-01-01 12:00:00
L0000012,2025-01-01 00:00:00,P00180,EU,I0037,1,38.19,2025-01-02 00:00:00
L0000013,2025-01-01 00:00:00,P00198,NA,I0021,1,55.46,2025-01-02 10:00:00
L0000014,2025-01-01 00:00:00,P00199,ASIA,I0027,1,52.0,2025-01-02 02:00:00
L0000015,2025-01-01 00:00:00,P00215,NA,I0031,2,41.08,2025-01-01 12:00:00
L0000016,2025-01-01 00:00:00,P00218,EU,I0024,1,62.94,2025-01-01 13:00:00
L0000017,2025-01-01 00:00:00,P00225,EU,I0015,1,58.55,2025-01-01 16:00:00
L0000006,2025-01-01 00:00:00,P00075,NA,I0021,1,56.78,2025-01-02 04:00:00
L0000009,2025-01-01 00:00:00,P00123,ASIA,I0005,1,397.06,2025-01-02 08:00:00
L0004576,2025-01-01 00:32:00,P00596,,I0005,1,770.97,2025-01-01 06:32:00
L0004608,2025-01-01 00:36:00,P00340,,I0009,1,86.81,2025-01-01 06:36:00
L0004617,2025-01-01 00:41:00,P00460,,I0019,1,103.88,2025-01-01 06:41:00
L0004592,2025-01-01 00:47:00,P00485,,I0039,1,106.61,2025-01-01 06:47:00
L0004609,2025-01-01 00:51:00,P00021,,I0009,1,86.81,2025-01-01 06:51:00
L0004604,2025-01-01 00:53:00,P00081,,I0014,1,991.94,2025-01-01 06:53:00
L0004593,2025-01-01 00:55:00,P00417,,I0039,1,106.61,2025-01-01 06:55:00
L0004597,2025-01-01 00:56:00,P00536,,I0039,1,106.61,2025-01-01 06:56:00
L0004589,2025-01-01 00:57:00,P00087,,I0009,1,86.81,2025-01-01 06:57:00
L0004586,2025-01-01 00:57:00,P00087,,I0009,1,86.81,2025-01-01 06:57:00
L0000071,2025-01-01 01:00:00,P00426,NA,I0037,1,42.42,2025-01-02 01:00:00
L0000043,2025-01-01 01:00:00,P00042,EU,I0003,1,61.47,2025-01-01 17:00:00
L0000077,2025-01-01 01:00:00,P00480,NA,I0028,2,49.52,2025-01-01 20:00:00
L0000086,2025-01-01 01:00:00,P00576,EU,I0005,1,381.7,2025-01-02 03:00:00
L0000079,2025-01-01 01:00:00,P00496,EU,I0033,2,51.17,2025-01-02 07:00:00
L0000080,2025-01-01 01:00:00,P00516,NA,I0015,1,46.91,2025-01-01 23:00:00
L0000073,2025-01-01 01:00:00,P00444,NA,I0024,3,42.87,2025-01-01 22:00:00
L0000081,2025-01-01 01:00:00,P00518,NA,I0020,1,43.71,2025-01-01 17:00:00
L0000083,2025-01-01 01:00:00,P00546,NA,I0027,1,70.24,2025-01-01 20:00:00
L0000084,2025-01-01 01:00:00,P00550,EU,I0019,1,55.73,2025-01-01 19:00:00
L0000085,2025-01-01 01:00:00,P00560,EU,I0036,1,40.34,2025-01-02 10:00:00
L0000087,2025-01-01 01:00:00,P00579,EU,I0015,1,53.07,2025-01-02 00:00:00
L0000088,2025-01-01 01:00:00,P00582,EU,I0039,1,55.2,2025-01-01 14:00:00
L0000066,2025-01-01 01:00:00,P00315,ASIA,I0003,1,69.0,2025-01-02 11:00:00
L0000078,2025-01-01 01:00:00,P00488,NA,I0025,2,369.18,2025-01-02 12:00:00
L0000065,2025-01-01 01:00:00,P00305,ASIA,I0004,1,51.9,2025-01-01 21:00:00
L0000059,2025-01-01 01:00:00,P00224,NA,I0011,2,57.6,2025-01-02 12:00:00
L0000063,2025-01-01 01:00:00,P00275,NA,I0007,2,426.48,2025-01-02 12:00:00
L0000064,2025-01-01 01:00:00,P00282,EU,I0010,1,44.51,2025-01-02 01:00:00
L0000041,2025-01-01 01:00:00,P00004,ASIA,I0009,1,38.11,2025-01-02 10:00:00
L0000082,2025-01-01 01:00:00,P00539,NA,I0030,1,56.04,2025-01-02 10:00:00
L0000074,2025-01-01 01:00:00,P00448,EU,I0026,2,48.33,2025-01-02 04:00:00
L0000076,2025-01-01 01:00:00,P00465,EU,I0023,2,444.26,2025-01-02 04:00:00
L0000069,2025-01-01 01:00:00,P00408,ASIA,I0027,2,57.76,2025-01-02 10:00:00
L0000052,2025-01-01 01:00:00,P00141,EU,I0034,1,32.47,2025-01-02 03:00:00
L0000068,2025-01-01 01:00:00,P00370,EU,I0003,1,61.3,2025-01-02 10:00:00
L0000046,2025-01-01 01:00:00,P00065,EU,I0027,1,51.74,2025-01-02 02:00:00
L0000051,2025-01-01 01:00:00,P00116,ASIA,I0032,3,32.64,2025-01-01 17:00:00
L0000050,2025-01-01 01:00:00,P00114,NA,I0008,1,61.91,2025-01-01 20:00:00
L0000075,2025-01-01 01:00:00,P00453,EU,I0020,1,38.89,2025-01-01 23:00:00
L0000048,2025-01-01 01:00:00,P00085,EU,I0024,1,44.93,2025-01-01 21:00:00
L0000053,2025-01-01 01:00:00,P00142,EU,I0033,3,43.69,2025-01-01 17:00:00
L0000047,2025-01-01 01:00:00,P00072,NA,I0039,1,58.46,2025-01-02 12:00:00
L0000049,2025-01-01 01:00:00,P00090,NA,I0003,1,59.22,2025-01-01 22:00:00
L0000054,2025-01-01 01:00:00,P00171,EU,I0012,1,701.28,2025-01-01 17:00:00
L0000060,2025-01-01 01:00:00,P00233,EU,I0015,4,50.7,2025-01-01 18:00:00
L0000057,2025-01-01 01:00:00,P00218,EU,I0008,3,44.26,2025-01-01 23:00:00
L0000056,2025-01-01 01:00:00,P00185,EU,I0022,2,411.5,2025-01-02 09:00:00
L0000045,2025-01-01 01:00:00,P00061,ASIA,I0021,2,56.34,2025-01-02 00:00:00
L0000061,2025-01-01 01:00:00,P00263,EU,I0010,1,49.44,2025-01-02 10:00:00
L0000070,2025-01-01 01:00:00,P00410,ASIA,I0011,1,52.81,2025-01-02 12:00:00
L0000062,2025-01-01 01:00:00,P00267,EU,I0034,1,39.42,2025-01-02 11:00:00
L0000067,2025-01-01 01:00:00,P00367,NA,I0003,2,53.12,2025-01-01 17:00:00
L0000055,2025-01-01 01:00:00,P00172,EU,I0037,1,40.46,2025-01-02 06:00:00
L0000044,2025-01-01 01:00:00,P00046,EU,I0015,1,53.43,2025-01-01 21:00:00
L0004577,2025-01-01 01:00:00,P00112,,I0005,1,770.97,2025-01-01 07:00:00
L0000042,2025-01-01 01:00:00,P00038,EU,I0027,2,54.18,2025-01-01 20:00:00
