entity_type,entity_id,risk,code,detail
trade,T0000225,0.85,UNDERPRICED,-63.9σ vs median
trade,T0000216,0.85,UNDERPRICED,-42.6σ vs median
trade,T0000326,0.85,UNDERPRICED,-32.0σ vs median
trade,T0000275,0.85,UNDERPRICED,-32.0σ vs median
trade,T0000362,0.85,UNDERPRICED,-32.0σ vs median
trade,T0000421,0.85,UNDERPRICED,-32.0σ vs median
trade,T0000487,0.85,UNDERPRICED,-32.0σ vs median
trade,T0001053,0.85,OVERPRICED,+83.1σ vs median
trade,T0001077,0.85,OVERPRICED,+41.5σ vs median
trade,T0001080,0.85,OVERPRICED,+27.7σ vs median
trade,T0001131,0.85,OVERPRICED,+20.8σ vs median
trade,T0005753,0.85,UNDERPRICED,-96.5σ vs median
trade,T0005754,0.85,UNDERPRICED,-7.1σ vs median
trade,T0001174,0.85,UNDERPRICED,-33.1σ vs median
trade,T0001177,0.85,UNDERPRICED,-33.1σ vs median
trade,T0001325,0.85,UNDERPRICED,-5.7σ vs median
trade,T0001322,0.85,UNDERPRICED,-3.1σ vs median
trade,T0005717,0.85,OVERPRICED,+24.8σ vs median
trade,T0005720,0.85,OVERPRICED,+24.8σ vs median
trade,T0005718,0.85,OVERPRICED,+24.8σ vs median
trade,T0005721,0.85,OVERPRICED,+24.8σ vs median
trade,T0000140,0.85,UNDERPRICED,-24.8σ vs median
trade,T0000189,0.85,UNDERPRICED,-24.8σ vs median
trade,T0005729,0.85,UNDERPRICED,-14.3σ vs median
trade,T0005734,0.85,UNDERPRICED,-14.3σ vs median
trade,T0003199,0.85,OVERPRICED,+3.6σ vs median
trade,T0003225,0.85,OVERPRICED,+3.6σ vs median
trade,T0003258,0.85,OVERPRICED,+3.6σ vs median
trade,T0003327,0.85,OVERPRICED,+3.6σ vs median
trade,T0003336,0.85,OVERPRICED,+3.6σ vs median
trade,T0003393,0.85,OVERPRICED,+3.6σ vs median
trade,T0003384,0.85,OVERPRICED,+3.6σ vs median
trade,T0003357,0.85,OVERPRICED,+3.6σ vs median
trade,T0003434,0.85,OVERPRICED,+3.6σ vs median
trade,T0003463,0.85,OVERPRICED,+3.6σ vs median
trade,T0005215,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005209,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005226,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005277,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005316,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005343,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005287,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005346,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005392,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005375,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005353,0.85,UNDERPRICED,-3.9σ vs median
trade,T0005349,0.85,UNDERPRICED,-3.9σ vs median
trade,T0000143,0.85,UNDERPRICED,-3.8σ vs median
trade,T0000126,0.85,UNDERPRICED,-3.8σ vs median
trade,T0001219,0.85,UNDERPRICED,-3.3σ vs median
trade,T0001193,0.85,UNDERPRICED,-3.3σ vs median
trade,T0001232,0.85,UNDERPRICED,-3.3σ vs median
trade,T0001323,0.85,UNDERPRICED,-3.3σ vs median
trade,T0001466,0.85,UNDERPRICED,-3.3σ vs median
trade,T0001543,0.85,UNDERPRICED,-3.3σ vs median
trade,T0001544,0.85,UNDERPRICED,-3.3σ vs median
trade,T0001621,0.85,UNDERPRICED,-3.3σ vs median
trade,T0005736,0.85,UNDERPRICED,-3.5σ vs median
trade,T0000536,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000544,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000568,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000701,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000696,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000752,0.85,UNDERPRICED,-4.7σ vs median
trade,T0001026,0.85,UNDERPRICED,-9.0σ vs median
trade,T0001030,0.85,UNDERPRICED,-4.5σ vs median
trade,T0001011,0.85,UNDERPRICED,-3.0σ vs median
trade,T0001373,0.85,UNDERPRICED,-4.0σ vs median
trade,T0001363,0.85,UNDERPRICED,-4.0σ vs median
trade,T0001407,0.85,UNDERPRICED,-4.0σ vs median
trade,T0001354,0.85,UNDERPRICED,-4.0σ vs median
trade,T0000573,0.85,UNDERPRICED,-4.6σ vs median
trade,T0000587,0.85,UNDERPRICED,-4.8σ vs median
trade,T0000659,0.85,UNDERPRICED,-4.8σ vs median
trade,T0000664,0.85,UNDERPRICED,-4.8σ vs median
trade,T0000676,0.85,UNDERPRICED,-4.8σ vs median
trade,T0000721,0.85,UNDERPRICED,-4.8σ vs median
trade,T0005749,0.85,UNDERPRICED,-3.6σ vs median
trade,T0003308,0.85,OVERPRICED,+19.6σ vs median
trade,T0003329,0.85,OVERPRICED,+9.8σ vs median
trade,T0005432,0.85,UNDERPRICED,-7.6σ vs median
trade,T0005440,0.85,UNDERPRICED,-7.6σ vs median
trade,T0005471,0.85,UNDERPRICED,-45.9σ vs median
trade,T0005538,0.85,UNDERPRICED,-45.9σ vs median
trade,T0005521,0.85,UNDERPRICED,-45.9σ vs median
trade,T0005560,0.85,UNDERPRICED,-45.9σ vs median
trade,T0005579,0.85,UNDERPRICED,-45.9σ vs median
