player_id,region,playstyle,account_age_days
P00000,EU,casual,313
P00001,EU,casual,861
P00002,NA,casual,800
P00003,EU,farmer,332
P00004,EU,farmer,924
P00005,EU,casual,51
P00006,EU,casual,24
P00007,EU,casual,55
P00008,EU,trader,1033
P00009,ASIA,casual,387
P00010,NA,farmer,1021
P00011,EU,casual,849
P00012,EU,farmer,285
P00013,EU,casual,166
P00014,EU,farmer,602
P00015,EU,casual,318
P00016,ASIA,raider,755
P00017,ASIA,casual,1038
P00018,NA,farmer,439
P00019,NA,trader,963
P00020,EU,farmer,447
P00021,ASIA,raider,627
P00022,EU,casual,228
P00023,EU,casual,201
P00024,ASIA,casual,390
P00025,EU,casual,359
P00026,EU,casual,536
P00027,EU,farmer,838
P00028,EU,casual,111
P00029,EU,trader,261
P00030,EU,raider,561
P00031,EU,raider,994
P00032,EU,trader,40
P00033,EU,casual,42
P00034,ASIA,casual,358
P00035,NA,farmer,478
P00036,EU,farmer,517
P00037,NA,raider,422
P00038,ASIA,raider,689
P00039,NA,trader,437
P00040,EU,casual,724
P00041,NA,raider,158
P00042,EU,casual,1035
P00043,NA,casual,526
P00044,EU,casual,316
P00045,ASIA,farmer,723
P00046,EU,casual,260
P00047,NA,casual,514
P00048,ASIA,casual,571
P00049,EU,casual,507
P00050,ASIA,raider,263
P00051,EU,trader,288
P00052,ASIA,casual,1006
P00053,NA,casual,903
P00054,EU,casual,404
P00055,EU,casual,159
P00056,ASIA,raider,843
P00057,NA,casual,532
P00058,ASIA,casual,114
P00059,EU,casual,700
P00060,EU,farmer,764
P00061,ASIA,trader,645
P00062,NA,trader,132
P00063,EU,casual,1047
P00064,NA,trader,827
P00065,ASIA,farmer,673
P00066,EU,farmer,231
P00067,NA,casual,764
P00068,NA,casual,532
P00069,EU,trader,809
P00070,NA,casual,808
P00071,NA,casual,600
P00072,EU,farmer,877
P00073,EU,casual,791
P00074,EU,casual,1016
P00075,NA,casual,782
P00076,EU,casual,457
P00077,NA,trader,586
P00078,EU,casual,601
P00079,EU,trader,704
P00080,EU,trader,172
P00081,NA,casual,323
P00082,EU,casual,496
P00083,EU,casual,519
P00084,ASIA,casual,359
P00085,EU,casual,692
P00086,EU,raider,956
P00087,EU,farmer,279
P00088,NA,casual,964
P00089,EU,raider,425
P00090,ASIA,casual,5
P00091,ASIA,casual,256
P00092,EU,farmer,1067
P00093,NA,casual,918
P00094,ASIA,casual,853
P00095,ASIA,casual,674
P00096,EU,casual,167
P00097,NA,casual,233
P00098,ASIA,farmer,326
P00099,NA,casual,472
P00100,NA,casual,818
P00101,NA,casual,389
P00102,EU,casual,192
P00103,NA,casual,548
P00104,EU,casual,159
P00105,EU,farmer,679
P00106,EU,farmer,214
P00107,EU,trader,177
P00108,EU,casual,1011
P00109,ASIA,casual,145
P00110,EU,casual,911
P00111,NA,casual,1019
P00112,EU,casual,919
P00113,NA,trader,1011
P00114,EU,raider,1083
P00115,NA,casual,194
P00116,ASIA,casual,8
P00117,NA,raider,136
P00118,ASIA,casual,165
P00119,EU,casual,905
P00120,ASIA,trader,606
P00121,NA,casual,413
P00122,NA,casual,675
P00123,EU,casual,747
P00124,EU,casual,709
P00125,NA,casual,277
P00126,EU,farmer,15
P00127,EU,trader,627
P00128,ASIA,trader,297
P00129,ASIA,trader,753
P00130,NA,casual,670
P00131,ASIA,farmer,287
P00132,EU,raider,539
P00133,ASIA,casual,645
P00134,NA,raider,784
P00135,EU,raider,367
P00136,EU,casual,643
P00137,EU,raider,925
P00138,ASIA,casual,264
P00139,NA,trader,349
P00140,ASIA,raider,594
P00141,EU,casual,182
P00142,EU,raider,868
P00143,ASIA,casual,942
P00144,NA,raider,1094
P00145,EU,raider,888
P00146,EU,casual,302
P00147,NA,casual,513
P00148,NA,raider,936
P00149,ASIA,casual,540
P00150,NA,casual,455
P00151,NA,casual,370
P00152,EU,trader,942
P00153,EU,farmer,579
P00154,ASIA,farmer,174
P00155,NA,casual,201
P00156,NA,casual,337
P00157,ASIA,raider,967
P00158,EU,trader,571
P00159,EU,casual,442
P00160,NA,casual,161
P00161,NA,casual,182
P00162,EU,casual,604
P00163,ASIA,casual,1089
P00164,NA,casual,735
P00165,NA,casual,902
P00166,EU,farmer,949
P00167,NA,trader,115
P00168,ASIA,casual,717
P00169,EU,casual,597
P00170,NA,casual,449
P00171,ASIA,casual,207
P00172,EU,farmer,778
P00173,NA,casual,1018
P00174,ASIA,casual,602
P00175,NA,farmer,701
P00176,EU,casual,692
P00177,EU,trader,912
P00178,EU,casual,520
P00179,EU,trader,404
P00180,EU,casual,818
P00181,EU,casual,393
P00182,ASIA,casual,241
P00183,EU,raider,1023
P00184,EU,casual,844
P00185,EU,casual,637
P00186,EU,raider,153
P00187,NA,casual,192
P00188,EU,casual,901
P00189,EU,casual,938
P00190,ASIA,raider,822
P00191,NA,farmer,183
P00192,NA,casual,870
P00193,NA,trader,987
P00194,NA,casual,847
P00195,EU,casual,375
P00196,EU,raider,511
P00197,EU,casual,419
P00198,EU,farmer,295
P00199,EU,casual,68
P00200,EU,casual,673
P00201,ASIA,casual,971
P00202,NA,raider,674
P00203,NA,casual,903
P00204,EU,casual,56
P00205,NA,farmer,211
P00206,EU,casual,877
P00207,EU,casual,274
P00208,EU,casual,169
P00209,ASIA,casual,727
P00210,EU,trader,638
P00211,EU,farmer,190
P00212,NA,casual,702
P00213,EU,raider,611
P00214,ASIA,casual,1083
P00215,EU,casual,825
P00216,EU,casual,423
P00217,EU,casual,931
P00218,NA,farmer,233
P00219,EU,casual,437
P00220,EU,raider,621
P00221,EU,trader,490
P00222,NA,casual,724
P00223,EU,raider,218
P00224,NA,casual,328
P00225,NA,casual,671
P00226,EU,casual,765
P00227,NA,casual,340
P00228,NA,farmer,136
P00229,EU,casual,876
P00230,EU,casual,847
P00231,EU,trader,1064
P00232,ASIA,casual,530
P00233,NA,casual,266
P00234,ASIA,raider,1078
P00235,EU,casual,208
P00236,NA,trader,1090
P00237,NA,trader,665
P00238,ASIA,trader,376
P00239,EU,farmer,82
P00240,EU,trader,208
P00241,EU,casual,711
P00242,EU,casual,789
P00243,NA,casual,987
P00244,NA,raider,315
P00245,ASIA,casual,20
P00246,ASIA,casual,1015
P00247,NA,casual,827
P00248,NA,farmer,850
P00249,NA,farmer,65
P00250,NA,casual,168
P00251,EU,casual,907
P00252,EU,raider,499
P00253,EU,casual,386
P00254,NA,casual,285
P00255,EU,casual,542
P00256,EU,trader,894
P00257,ASIA,casual,268
P00258,EU,trader,1074
P00259,EU,casual,118
P00260,NA,trader,36
P00261,NA,casual,295
P00262,ASIA,raider,686
P00263,ASIA,casual,582
P00264,NA,raider,965
P00265,EU,casual,205
P00266,NA,farmer,172
P00267,EU,casual,236
P00268,EU,casual,260
P00269,EU,casual,65
P00270,ASIA,trader,363
P00271,EU,casual,1068
P00272,NA,casual,610
P00273,EU,raider,1013
P00274,NA,casual,650
P00275,EU,casual,215
P00276,EU,raider,624
P00277,ASIA,casual,211
P00278,NA,casual,770
P00279,EU,casual,773
P00280,ASIA,casual,509
P00281,ASIA,farmer,740
P00282,NA,trader,854
P00283,NA,farmer,224
P00284,NA,farmer,757
P00285,EU,casual,772
P00286,NA,farmer,87
P00287,NA,casual,748
P00288,NA,casual,645
P00289,EU,trader,219
