listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0000001,2025-01-01 00:00:00,P00006,EU,I0003,1,48.63,2025-01-01 17:00:00
L0000027,2025-01-01 00:00:00,P00286,NA,I0020,3,31.7,2025-01-02 01:00:00
L0000029,2025-01-01 00:00:00,P00291,NA,I0024,1,42.77,2025-01-02 02:00:00
L0000030,2025-01-01 00:00:00,P00342,ASIA,I0028,1,73.69,2025-01-02 07:00:00
L0000031,2025-01-01 00:00:00,P00345,NA,I0001,1,80.0,2025-01-02 10:00:00
L0000032,2025-01-01 00:00:00,P00349,ASIA,I0016,1,38.47,2025-01-02 10:00:00
L0000033,2025-01-01 00:00:00,P00352,NA,I0033,1,31.47,2025-01-01 23:00:00
L0000034,2025-01-01 00:00:00,P00356,ASIA,I0010,2,26.26,2025-01-01 21:00:00
L0000035,2025-01-01 00:00:00,P00365,NA,I0004,1,42.01,2025-01-01 20:00:00
L0000036,2025-01-01 00:00:00,P00375,EU,I0039,2,50.5,2025-01-01 18:00:00
L0000039,2025-01-01 00:00:00,P00421,ASIA,I0018,2,47.32,2025-01-02 04:00:00
L0000040,2025-01-01 00:00:00,P00423,NA,I0027,1,374.15,2025-01-01 16:00:00
L0000041,2025-01-01 00:00:00,P00427,EU,I0019,3,46.73,2025-01-01 14:00:00
L0000038,2025-01-01 00:00:00,P00403,NA,I0019,1,65.5,2025-01-02 02:00:00
L0000042,2025-01-01 00:00:00,P00433,NA,I0005,1,42.03,2025-01-02 10:00:00
L0000051,2025-01-01 00:00:00,P00573,NA,I0021,1,40.53,2025-01-02 04:00:00
L0000049,2025-01-01 00:00:00,P00533,NA,I0015,1,55.5,2025-01-02 09:00:00
L0000048,2025-01-01 00:00:00,P00502,ASIA,I0030,1,56.72,2025-01-02 07:00:00
L0000047,2025-01-01 00:00:00,P00482,EU,I0020,1,27.39,2025-01-01 22:00:00
L0000050,2025-01-01 00:00:00,P00534,NA,I0008,2,63.33,2025-01-02 00:00:00
L0000045,2025-01-01 00:00:00,P00461,NA,I0021,3,47.67,2025-01-02 01:00:00
L0000044,2025-01-01 00:00:00,P00458,ASIA,I0011,1,27.42,2025-01-02 00:00:00
L0000043,2025-01-01 00:00:00,P00440,EU,I0028,1,94.89,2025-01-01 15:00:00
L0000046,2025-01-01 00:00:00,P00469,ASIA,I0019,1,47.98,2025-01-01 23:00:00
L0000028,2025-01-01 00:00:00,P00289,EU,I0025,2,40.6,2025-01-02 09:00:00
L0000013,2025-01-01 00:00:00,P00096,EU,I0010,1,31.38,2025-01-02 01:00:00
L0000052,2025-01-01 00:00:00,P00583,EU,I0003,1,49.15,2025-01-02 09:00:00
L0000025,2025-01-01 00:00:00,P00271,EU,I0009,2,44.87,2025-01-02 10:00:00
L0000002,2025-01-01 00:00:00,P00010,NA,I0001,3,53.98,2025-01-02 11:00:00
L0000026,2025-01-01 00:00:00,P00278,NA,I0009,2,46.82,2025-01-01 15:00:00
L0000004,2025-01-01 00:00:00,P00047,NA,I0037,1,48.42,2025-01-02 01:00:00
L0000005,2025-01-01 00:00:00,P00055,EU,I0017,3,50.84,2025-01-01 22:00:00
L0000006,2025-01-01 00:00:00,P00063,EU,I0020,3,31.84,2025-01-02 06:00:00
L0000007,2025-01-01 00:00:00,P00065,ASIA,I0013,1,37.46,2025-01-01 13:00:00
L0000008,2025-01-01 00:00:00,P00067,NA,I0021,1,35.28,2025-01-02 02:00:00
L0000009,2025-01-01 00:00:00,P00078,EU,I0017,1,51.24,2025-01-01 20:00:00
L0000010,2025-01-01 00:00:00,P00082,EU,I0033,1,27.93,2025-01-02 05:00:00
L0000037,2025-01-01 00:00:00,P00391,NA,I0037,1,54.03,2025-01-01 12:00:00
L0000011,2025-01-01 00:00:00,P00083,EU,I0001,2,74.97,2025-01-02 08:00:00
L0000012,2025-01-01 00:00:00,P00085,EU,I0018,1,47.03,2025-01-02 06:00:00
L0000015,2025-01-01 00:00:00,P00125,NA,I0006,2,41.85,2025-01-01 20:00:00
L0000014,2025-01-01 00:00:00,P00114,EU,I0019,3,44.76,2025-01-02 02:00:00
L0000023,2025-01-01 00:00:00,P00251,EU,I0021,3,35.09,2025-01-01 12:00:00
L0000022,2025-01-01 00:00:00,P00224,NA,I0018,1,63.19,2025-01-01 20:00:00
L0000021,2025-01-01 00:00:00,P00212,NA,I0012,2,59.89,2025-01-01 23:00:00
L0000020,2025-01-01 00:00:00,P00208,EU,I0007,1,42.42,2025-01-02 10:00:00
L0000024,2025-01-01 00:00:00,P00259,EU,I0018,1,47.53,2025-01-01 15:00:00
L0000018,2025-01-01 00:00:00,P00152,EU,I0016,3,40.53,2025-01-02 05:00:00
L0000017,2025-01-01 00:00:00,P00143,ASIA,I0002,2,66.68,2025-01-02 08:00:00
L0000016,2025-01-01 00:00:00,P00140,ASIA,I0033,2,35.77,2025-01-02 06:00:00
L0000019,2025-01-01 00:00:00,P00185,EU,I0025,1,40.77,2025-01-01 19:00:00
L0000003,2025-01-01 00:00:00,P00014,EU,I0006,1,52.51,2025-01-01 13:00:00
L0004541,2025-01-01 00:34:00,P00132,,I0018,1,86.46,2025-01-01 06:34:00
L0004549,2025-01-01 00:39:00,P00107,,I0001,1,123.22,2025-01-01 06:39:00
L0004543,2025-01-01 00:40:00,P00223,,I0018,1,86.46,2025-01-01 06:40:00
L0004527,2025-01-01 00:41:00,P00397,,I0038,1,79.75,2025-01-01 06:41:00
L0004525,2025-01-01 00:41:00,P00179,,I0038,1,79.75,2025-01-01 06:41:00
L0004511,2025-01-01 00:42:00,P00366,,I0018,1,86.46,2025-01-01 06:42:00
L0004517,2025-01-01 00:45:00,P00038,,I0033,1,63.58,2025-01-01 06:45:00
L0004533,2025-01-01 00:50:00,P00258,,I0006,1,80.06,2025-01-01 06:50:00
L0004518,2025-01-01 00:55:00,P00142,,I0033,1,63.58,2025-01-01 06:55:00
L0004534,2025-01-01 00:55:00,P00177,,I0006,1,80.06,2025-01-01 06:55:00
L0004542,2025-01-01 00:57:00,P00129,,I0018,1,86.46,2025-01-01 06:57:00
L0000081,2025-01-01 01:00:00,P00374,EU,I0004,1,44.5,2025-01-01 17:00:00
L0000089,2025-01-01 01:00:00,P00436,EU,I0021,2,47.59,2025-01-01 13:00:00
L0000090,2025-01-01 01:00:00,P00445,EU,I0000,1,52.24,2025-01-01 16:00:00
L0000083,2025-01-01 01:00:00,P00387,NA,I0001,2,75.92,2025-01-02 12:00:00
L0000078,2025-01-01 01:00:00,P00324,EU,I0002,1,57.82,2025-01-02 10:00:00
L0000092,2025-01-01 01:00:00,P00508,NA,I0023,2,40.81,2025-01-02 09:00:00
L0000086,2025-01-01 01:00:00,P00400,NA,I0013,1,35.59,2025-01-02 04:00:00
L0000093,2025-01-01 01:00:00,P00512,ASIA,I0001,1,75.29,2025-01-01 21:00:00
L0000079,2025-01-01 01:00:00,P00352,NA,I0006,1,36.93,2025-01-01 19:00:00
L0000077,2025-01-01 01:00:00,P00319,ASIA,I0033,2,32.68,2025-01-01 17:00:00
L0000056,2025-01-01 01:00:00,P00097,NA,I0037,1,45.53,2025-01-02 01:00:00
L0000080,2025-01-01 01:00:00,P00362,ASIA,I0029,1,44.19,2025-01-01 21:00:00
L0000053,2025-01-01 01:00:00,P00022,EU,I0023,1,46.35,2025-01-02 08:00:00
L0000073,2025-01-01 01:00:00,P00264,NA,I0012,2,54.04,2025-01-02 10:00:00
L0000091,2025-01-01 01:00:00,P00506,EU,I0036,3,46.47,2025-01-02 12:00:00
L0000075,2025-01-01 01:00:00,P00289,EU,I0016,1,43.12,2025-01-02 11:00:00
L0000076,2025-01-01 01:00:00,P00303,NA,I0036,1,44.39,2025-01-02 03:00:00
L0000097,2025-01-01 01:00:00,P00599,ASIA,I0030,2,43.22,2025-01-02 11:00:00
L0000096,2025-01-01 01:00:00,P00583,EU,I0010,1,33.65,2025-01-02 12:00:00
L0000095,2025-01-01 01:00:00,P00555,ASIA,I0012,1,45.23,2025-01-02 03:00:00
L0000088,2025-01-01 01:00:00,P00404,ASIA,I0004,2,44.66,2025-01-01 14:00:00
L0000055,2025-01-01 01:00:00,P00068,NA,I0010,1,32.81,2025-01-02 06:00:00
L0000087,2025-01-01 01:00:00,P00402,EU,I0028,1,66.12,2025-01-01 17:00:00
L0000072,2025-01-01 01:00:00,P00253,EU,I0023,2,32.69,2025-01-02 06:00:00
L0000084,2025-01-01 01:00:00,P00397,NA,I0025,1,39.62,2025-01-02 07:00:00
L0004537,2025-01-01 01:00:00,P00177,,I0006,1,80.06,2025-01-01 07:00:00
L0000061,2025-01-01 01:00:00,P00162,EU,I0016,1,40.11,2025-01-01 18:00:00
L0000062,2025-01-01 01:00:00,P00163,ASIA,I0002,2,68.46,2025-01-01 19:00:00
L0000063,2025-01-01 01:00:00,P00171,ASIA,I0039,1,56.55,2025-01-01 14:00:00
L0000054,2025-01-01 01:00:00,P00045,ASIA,I0028,2,71.74,2025-01-01 16:00:00
L0000065,2025-01-01 01:00:00,P00174,ASIA,I0034,3,36.63,2025-01-02 12:00:00
L0000064,2025-01-01 01:00:00,P00172,EU,I0005,2,48.06,2025-01-01 20:00:00
L0000085,2025-01-01 01:00:00,P00399,NA,I0036,1,49.82,2025-01-01 23:00:00
L0000074,2025-01-01 01:00:00,P00268,EU,I0038,2,38.73,2025-01-01 17:00:00
L0000060,2025-01-01 01:00:00,P00154,ASIA,I0008,1,41.94,2025-01-01 15:00:00
L0000071,2025-01-01 01:00:00,P00220,EU,I0016,3,44.0,2025-01-01 23:00:00
L0000068,2025-01-01 01:00:00,P00195,EU,I0007,1,33.59,2025-01-01 13:00:00
L0000067,2025-01-01 01:00:00,P00190,ASIA,I0003,2,59.13,2025-01-02 09:00:00
L0000066,2025-01-01 01:00:00,P00189,EU,I0009,1,45.69,2025-01-02 06:00:00
L0000070,2025-01-01 01:00:00,P00209,ASIA,I0018,1,52.25,2025-01-01 16:00:00
L0000059,2025-01-01 01:00:00,P00151,NA,I0003,1,50.93,2025-01-01 16:00:00
L0000094,2025-01-01 01:00:00,P00517,NA,I0020,1,28.17,2025-01-02 10:00:00
L0000057,2025-01-01 01:00:00,P00110,EU,I0014,3,49.51,2025-01-01 13:00:00
L0000082,2025-01-01 01:00:00,P00377,EU,I0006,1,47.67,2025-01-02 05:00:00
L0000058,2025-01-01 01:00:00,P00143,ASIA,I0014,1,41.55,2025-01-02 12:00:00
L0000069,2025-01-01 01:00:00,P00207,EU,I0010,2,32.66,2025-01-02 08:00:00
L0004538,2025-01-01 01:01:00,P00383,,I0006,1,80.06,2025-01-01 07:01:00
L0004552,2025-01-01 01:02:00,P00107,,I0001,1,123.22,2025-01-01 07:02:00
L0004512,2025-01-01 01:02:00,P00029,,I0018,1,86.46,2025-01-01 07:02:00
L0004536,2025-01-01 01:03:00,P00258,,I0006,1,80.06,2025-01-01 07:03:00
L0004510,2025-01-01 01:04:00,P00210,,I0018,1,86.46,2025-01-01 07:04:00
L0004539,2025-01-01 01:06:00,P00258,,I0006,1,80.06,2025-01-01 07:06:00
L0004545,2025-01-01 01:10:00,P00129,,I0018,1,86.46,2025-01-01 07:10:00
L0004531,2025-01-01 01:10:00,P00179,,I0038,1,79.75,2025-01-01 07:10:00
L0004509,2025-01-01 01:10:00,P00029,,I0018,1,86.46,2025-01-01 07:10:00
L0004540,2025-01-01 01:11:00,P00177,,I0006,1,80.06,2025-01-01 07:11:00
L0004544,2025-01-01 01:13:00,P00132,,I0018,1,86.46,2025-01-01 07:13:00
L0004520,2025-01-01 01:14:00,P00038,,I0033,1,63.58,2025-01-01 07:14:00
L0004521,2025-01-01 01:16:00,P00142,,I0033,1,63.58,2025-01-01 07:16:00
L0004535,2025-01-01 01:17:00,P00383,,I0006,1,80.06,2025-01-01 07:17:00
L0004550,2025-01-01 01:17:00,P00503,,I0001,1,123.22,2025-01-01 07:17:00
L0004547,2025-01-01 01:17:00,P00132,,I0018,1,86.46,2025-01-01 07:17:00
L0004526,2025-01-01 01:18:00,P00566,,I0038,1,79.75,2025-01-01 07:18:00
L0004529,2025-01-01 01:18:00,P00566,,I0038,1,79.75,2025-01-01 07:18:00
L0004515,2025-01-01 01:19:00,P00029,,I0018,1,86.46,2025-01-01 07:19:00
L0004513,2025-01-01 01:23:00,P00210,,I0018,1,86.46,2025-01-01 07:23:00
L0004519,2025-01-01 01:25:00,P00190,,I0033,1,63.58,2025-01-01 07:25:00
L0004553,2025-01-01 01:26:00,P00503,,I0001,1,123.22,2025-01-01 07:26:00
L0004554,2025-01-01 01:27:00,P00051,,I0001,1,123.22,2025-01-01 07:27:00
L0004524,2025-01-01 01:28:00,P00142,,I0033,1,63.58,2025-01-01 07:28:00
L0004514,2025-01-01 01:30:00,P00366,,I0018,1,86.46,2025-01-01 07:30:00
L0004523,2025-01-01 01:32:00,P00038,,I0033,1,63.58,2025-01-01 07:32:00
L0004548,2025-01-01 01:32:00,P00129,,I0018,1,86.46,2025-01-01 07:32:00
L0004555,2025-01-01 01:33:00,P00107,,I0001,1,123.22,2025-01-01 07:33:00
L0004528,2025-01-01 01:37:00,P00179,,I0038,1,79.75,2025-01-01 07:37:00
L0004551,2025-01-01 01:37:00,P00051,,I0001,1,123.22,2025-01-01 07:37:00
L0004530,2025-01-01 01:38:00,P00397,,I0038,1,79.75,2025-01-01 07:38:00
L0004556,2025-01-01 01:40:00,P00503,,I0001,1,123.22,2025-01-01 07:40:00
L0004516,2025-01-01 01:40:00,P00210,,I0018,1,86.46,2025-01-01 07:40:00
L0004522,2025-01-01 01:42:00,P00190,,I0033,1,63.58,2025-01-01 07:42:00
L0004532,2025-01-01 01:50:00,P00566,,I0038,1,79.75,2025-01-01 07:50:00
L0004546,2025-01-01 01:54:00,P00223,,I0018,1,86.46,2025-01-01 07:54:00
L0000122,2025-01-01 02:00:00,P00346,EU,I0017,2,46.41,2025-01-01 20:00:00
L0000123,2025-01-01 02:00:00,P00352,NA,I0038,1,42.23,2025-01-02 11:00:00
L0000124,2025-01-01 02:00:00,P00395,EU,I0002,2,62.19,2025-01-02 07:00:00
L0000125,2025-01-01 02:00:00,P00405,ASIA,I0027,2,373.55,2025-01-01 21:00:00
L0000126,2025-01-01 02:00:00,P00445,EU,I0031,2,44.51,2025-01-02 13:00:00
L0000127,2025-01-01 02:00:00,P00467,NA,I0016,2,39.78,2025-01-02 11:00:00
L0000129,2025-01-01 02:00:00,P00477,EU,I0007,2,44.54,2025-01-01 15:00:00
L0000130,2025-01-01 02:00:00,P00491,EU,I0014,2,42.55,2025-01-02 00:00:00
L0000131,2025-01-01 02:00:00,P00512,ASIA,I0002,2,55.97,2025-01-02 00:00:00
L0000133,2025-01-01 02:00:00,P00548,ASIA,I0032,4,255.74,2025-01-02 00:00:00
L0000134,2025-01-01 02:00:00,P00554,ASIA,I0009,1,46.78,2025-01-01 18:00:00
L0000135,2025-01-01 02:00:00,P00559,ASIA,I0029,4,49.0,2025-01-02 11:00:00
L0000136,2025-01-01 02:00:00,P00568,NA,I0005,2,42.9,2025-01-02 13:00:00
L0000118,2025-01-01 02:00:00,P00254,NA,I0014,2,58.34,2025-01-02 04:00:00
L0000128,2025-01-01 02:00:00,P00471,ASIA,I0031,2,43.08,2025-01-01 17:00:00
L0000132,2025-01-01 02:00:00,P00538,NA,I0036,1,55.65,2025-01-01 18:00:00
L0000114,2025-01-01 02:00:00,P00196,EU,I0006,2,44.98,2025-01-02 11:00:00
L0000121,2025-01-01 02:00:00,P00301,EU,I0038,3,42.56,2025-01-02 11:00:00
L0000120,2025-01-01 02:00:00,P00283,NA,I0025,1,35.88,2025-01-01 15:00:00
L0000137,2025-01-01 02:00:00,P00593,ASIA,I0017,1,47.19,2025-01-02 04:00:00
L0000106,2025-01-01 02:00:00,P00160,NA,I0004,1,46.97,2025-01-02 04:00:00
L0000119,2025-01-01 02:00:00,P00264,NA,I0025,3,38.74,2025-01-01 18:00:00
L0000110,2025-01-01 02:00:00,P00175,NA,I0028,3,69.59,2025-01-01 14:00:00
L0000115,2025-01-01 02:00:00,P00207,EU,I0000,2,56.54,2025-01-01 21:00:00
L0000113,2025-01-01 02:00:00,P00195,EU,I0024,2,44.71,2025-01-02 03:00:00
L0000116,2025-01-01 02:00:00,P00220,EU,I0009,2,50.11,2025-01-01 17:00:00
L0000098,2025-01-01 02:00:00,P00007,EU,I0011,3,25.27,2025-01-02 11:00:00
L0000100,2025-01-01 02:00:00,P00061,ASIA,I0026,2,184.67,2025-01-02 06:00:00
L0000102,2025-01-01 02:00:00,P00088,NA,I0007,1,41.92,2025-01-02 08:00:00
L0000112,2025-01-01 02:00:00,P00182,ASIA,I0033,1,36.64,2025-01-02 05:00:00
L0000099,2025-01-01 02:00:00,P00009,ASIA,I0005,1,47.81,2025-01-01 16:00:00
L0000105,2025-01-01 02:00:00,P00140,ASIA,I0024,1,64.33,2025-01-01 18:00:00
L0000104,2025-01-01 02:00:00,P00136,EU,I0026,1,173.83,2025-01-01 21:00:00
L0000117,2025-01-01 02:00:00,P00239,EU,I0025,1,40.24,2025-01-02 05:00:00
L0000111,2025-01-01 02:00:00,P00177,EU,I0018,3,53.5,2025-01-01 18:00:00
