player_id,day,top_features,top_feature_abs_z,anomaly_score,is_suspicious
P00000,2025-01-01,seller_hour_entropy;s_items;b_price_z_max,1.87;1.62;1.43,0.37901354547093413,0
P00000,2025-01-02,s_counterparties;s_trades;s_items,4.09;3.98;3.74,0.6054774362424882,0
P00000,2025-01-03,s_trades;s_counterparties;seller_hour_entropy,3.44;3.26;3.12,0.5856791283956636,0
P00000,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.04713750799039509,0
P00001,2025-01-01,s_price_z_mean;b_price_z_mean;s_price_z_max,10.44;9.94;9.51,0.8467257394876225,1
P00001,2025-01-02,b_price_z_mean;s_items;b_trades,1.13;0.5;0.49,0.034412180670364764,0
P00001,2025-01-03,b_price_z_max;b_items;b_counterparties,1.41;1.08;1.02,0.14874672467711147,0
P00001,2025-01-04,s_items;max_pair_as_seller;seller_hour_entropy,1.62;1.32;1.14,0.22461546024370282,0
P00002,2025-01-01,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.001891734913238807,0
P00002,2025-01-02,b_price_z_mean;b_price_z_max;s_items,0.57;0.52;0.5,0.02174285454158803,0
P00002,2025-01-03,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.0019651861990845447,0
P00002,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.062151408416860794,0
P00003,2025-01-01,b_price_z_max;s_items;max_pair_as_seller,1.09;0.5;0.47,0.06108379906281336,0
P00003,2025-01-02,b_items;b_counterparties;b_trades,1.85;1.76;1.65,0.1360773529423844,0
P00003,2025-01-03,b_price_z_mean;b_price_z_max;s_items,0.65;0.61;0.5,0.0325985081999305,0
P00003,2025-01-04,max_pair_as_seller;seller_hour_entropy;s_items,3.11;1.65;1.62,0.45773864122144786,0
P00004,2025-01-01,s_items;b_trades;max_pair_as_seller,0.5;0.49;0.47,0.021556075425330203,0
P00004,2025-01-02,s_price_z_mean;s_price_z_max;b_price_z_mean,2.73;2.52;1.81,0.4200504646140577,0
P00004,2025-01-03,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.0031373456239926524,0
P00004,2025-01-04,b_price_z_mean;s_items;max_pair_as_seller,0.66;0.5;0.47,0.02676232772894498,0
P00005,2025-01-01,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.008412507295026014,0
P00005,2025-01-02,b_price_z_mean;s_items;b_price_z_max,0.74;0.5;0.49,0.029720685977440552,0
P00005,2025-01-03,s_items;b_trades;max_pair_as_seller,0.5;0.49;0.47,0.0040339200623864925,0
P00005,2025-01-04,b_price_z_mean;b_price_z_max;s_items,0.82;0.71;0.5,0.02534826133277851,0
P00006,2025-01-01,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.0013019573266858438,0
P00006,2025-01-02,b_items;b_counterparties;b_trades,1.85;1.76;1.65,0.21035586850034516,0
P00006,2025-01-03,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.003270060838182083,0
P00006,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.051829267057516795,0
P00007,2025-01-01,s_price_z_max;b_price_z_mean;b_price_z_max,9.51;9.18;8.85,0.8956860259345009,1
P00007,2025-01-02,s_trades;s_counterparties;s_items,5.07;4.93;3.74,0.7608049762708522,1
P00007,2025-01-03,buyer_hour_entropy;b_items;b_trades,1.55;1.2;1.2,0.0698850755401788,0
P00007,2025-01-04,b_items;b_counterparties;b_trades,1.85;1.76;1.65,0.147932998038886,0
P00008,2025-01-01,b_price_z_max;b_items;b_counterparties,1.77;1.08;1.02,0.17821518373498868,0
P00008,2025-01-02,b_price_z_mean;b_price_z_max;s_items,0.83;0.78;0.5,0.05481291709527277,0
P00008,2025-01-03,b_price_z_max;b_price_z_mean;s_items,1.22;1.09;0.5,0.10682498756571553,0
P00008,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.06173507439343358,0
P00009,2025-01-02,b_price_z_max;s_items;max_pair_as_seller,0.51;0.5;0.47,0.01440842309719884,0
P00009,2025-01-03,buyer_hour_entropy;b_items;b_trades,1.55;1.2;1.2,0.0698850755401788,0
P00009,2025-01-04,max_pair_as_buyer;b_items;b_counterparties,3.71;1.97;1.94,0.575795286456165,0
P00010,2025-01-02,s_items;b_trades;max_pair_as_seller,0.5;0.49;0.47,0.0036904285650900303,0
P00010,2025-01-03,buyer_hour_entropy;b_items;b_trades,1.55;1.2;1.2,0.10415395477783562,0
P00010,2025-01-04,b_price_z_max;s_items;b_trades,0.52;0.5;0.49,0.002934550497842393,0
P00011,2025-01-01,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.0052208673013350365,0
P00011,2025-01-02,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.31;1.65;1.41,0.2784993095146878,0
P00011,2025-01-03,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.002958646570520235,0
P00011,2025-01-04,buyer_hour_entropy;b_items;b_trades,1.55;1.2;1.2,0.0698850755401788,0
P00012,2025-01-01,b_price_z_mean;b_price_z_max;s_items,1.72;1.15;0.5,0.12483455667014133,0
P00012,2025-01-02,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.31;1.65;1.41,0.30563506250124717,0
P00012,2025-01-03,buyer_hour_entropy;b_items;b_trades,1.55;1.2;1.2,0.12162964290559113,0
P00012,2025-01-04,b_price_z_max;b_price_z_mean;s_items,0.82;0.59;0.5,0.03562287321793605,0
P00013,2025-01-01,b_price_z_mean;b_price_z_max;s_items,0.63;0.52;0.5,0.009151277485042285,0
P00013,2025-01-02,b_price_z_mean;b_price_z_max;buyer_hour_entropy,1.65;1.55;1.55,0.2791956264211936,0
P00013,2025-01-04,b_price_z_max;s_items;max_pair_as_seller,0.52;0.5;0.47,0.014506807601659366,0
P00014,2025-01-02,b_price_z_mean;b_items;b_counterparties,2.25;1.08;1.02,0.1480849424488486,0
P00014,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.06126410175716858,0
P00014,2025-01-04,s_items;buyer_hour_entropy;max_pair_as_seller,1.62;1.55;1.32,0.30553536920344165,0
P00015,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.07697312042999079,0
P00015,2025-01-02,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.001428087257970056,0
P00015,2025-01-03,max_pair_as_buyer;b_price_z_max;b_price_z_mean,3.31;0.76;0.58,0.24247660217660427,0
P00015,2025-01-04,buyer_hour_entropy;b_items;b_trades,1.55;1.2;1.2,0.09546158743710156,0
P00016,2025-01-01,max_pair_as_buyer;buyer_hour_entropy;b_trades,3.31;1.0;0.94,0.23643580915486437,0
P00016,2025-01-02,buyer_hour_entropy;b_items;b_trades,1.55;1.2;1.2,0.0941532660485015,0
P00016,2025-01-04,b_price_z_max;s_items;b_trades,0.52;0.5;0.49,0.003253233148421277,0
P00017,2025-01-01,b_price_z_mean;buyer_hour_entropy;b_items,2.14;1.55;1.2,0.29988586912848597,0
P00017,2025-01-03,b_price_z_mean;s_items;b_trades,0.56;0.5;0.49,0.025309651370042503,0
P00017,2025-01-04,b_items;b_counterparties;b_trades,3.37;3.24;3.08,0.481252117245453,0
P00018,2025-01-01,b_price_z_mean;b_price_z_max;s_items,0.95;0.87;0.5,0.05317117261046538,0
P00018,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.0564875022051257,0
P00018,2025-01-03,b_items;b_counterparties;b_trades,1.85;1.76;1.65,0.15708258138631573,0
P00018,2025-01-04,buyer_hour_entropy;b_price_z_mean;b_price_z_max,1.55;1.49;1.45,0.2506384213297889,0
P00019,2025-01-01,s_price_z_mean;b_price_z_mean;s_price_z_max,10.44;9.92;9.51,0.8514265301389747,1
P00019,2025-01-02,buyer_hour_entropy;b_price_z_mean;b_price_z_max,1.55;1.38;1.37,0.2339289616738362,0
P00019,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.056648927590850856,0
P00019,2025-01-04,b_items;b_counterparties;b_trades,2.61;2.5;2.36,0.34825635935570476,0
P00020,2025-01-01,s_price_z_mean;s_price_z_max;b_items,2.11;1.9;1.85,0.5091323305702197,0
P00020,2025-01-02,b_price_z_max;s_items;max_pair_as_seller,0.51;0.5;0.47,0.012499755190524877,0
P00020,2025-01-03,b_price_z_mean;s_items;max_pair_as_seller,0.58;0.5;0.47,0.01933380618436391,0
P00021,2025-01-01,b_price_z_max;s_items;max_pair_as_seller,0.52;0.5;0.47,0.015308246524172136,0
P00021,2025-01-02,max_pair_as_buyer;s_price_z_mean;s_price_z_max,3.31;2.55;2.31,0.5202132036063696,0
P00021,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.054810068022700144,0
P00022,2025-01-01,b_price_z_mean;buyer_hour_entropy;b_items,1.67;1.55;1.2,0.23900432980704023,0
P00022,2025-01-02,buyer_hour_entropy;b_items;b_trades,1.55;1.2;1.2,0.08206172005544869,0
P00022,2025-01-03,seller_hour_entropy;s_items;max_pair_as_seller,1.76;1.62;1.32,0.3236600066569382,0
P00022,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.06620261927969877,0
P00023,2025-01-01,s_trades;s_counterparties;seller_hour_entropy,3.98;3.95;3.34,0.5429489629180917,0
P00023,2025-01-02,s_trades;s_counterparties;max_pair_as_seller,3.44;3.4;3.11,0.5468405999819554,0
P00023,2025-01-03,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.0042055670182714906,0
P00024,2025-01-01,s_items;max_pair_as_seller;buyer_hour_entropy,0.5;0.47;0.47,0.01421912434594742,0
P00024,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.08;1.02;1.0,0.05912647984760859,0
P00024,2025-01-03,max_pair_as_seller;s_trades;seller_hour_entropy,3.11;2.49;2.48,0.575796331693132,0
P00024,2025-01-04,s_items;b_trades;max_pair_as_seller,0.5;0.49;0.47,0.002028304232588142,0
P00025,2025-01-01,s_items;b_trades;max_pair_as_seller,0.5;0.49;0.47,0.0015960403870782305,0
