entity_type,entity_id,risk,code,detail
trade,T0002952,0.85,OVERPRICED,+413.5σ vs median
trade,T0002986,0.85,OVERPRICED,+826.9σ vs median
trade,T0003366,0.85,UNDERPRICED,-209.1σ vs median
trade,T0003358,0.85,UNDERPRICED,-104.5σ vs median
trade,T0004257,0.85,OVERPRICED,+3.3σ vs median
trade,T0004273,0.85,OVERPRICED,+3.3σ vs median
trade,T0004289,0.85,OVERPRICED,+3.3σ vs median
trade,T0004279,0.85,OVERPRICED,+3.3σ vs median
trade,T0004387,0.85,OVERPRICED,+3.3σ vs median
trade,T0004388,0.85,OVERPRICED,+3.3σ vs median
trade,T0004476,0.85,OVERPRICED,+3.3σ vs median
trade,T0004456,0.85,OVERPRICED,+3.3σ vs median
trade,T0004497,0.85,OVERPRICED,+3.3σ vs median
trade,T0004517,0.85,OVERPRICED,+3.3σ vs median
trade,T0004536,0.85,OVERPRICED,+3.3σ vs median
trade,T0004625,0.85,OVERPRICED,+3.3σ vs median
trade,T0004604,0.85,OVERPRICED,+3.3σ vs median
trade,T0004572,0.85,OVERPRICED,+3.3σ vs median
trade,T0004665,0.85,OVERPRICED,+3.3σ vs median
trade,T0004702,0.85,OVERPRICED,+3.3σ vs median
trade,T0004718,0.85,OVERPRICED,+3.3σ vs median
trade,T0004823,0.85,OVERPRICED,+4.0σ vs median
trade,T0004767,0.85,OVERPRICED,+4.0σ vs median
trade,T0004776,0.85,OVERPRICED,+4.0σ vs median
trade,T0004809,0.85,OVERPRICED,+4.0σ vs median
trade,T0004813,0.85,OVERPRICED,+4.0σ vs median
trade,T0004846,0.85,OVERPRICED,+4.0σ vs median
trade,T0004843,0.85,OVERPRICED,+4.0σ vs median
trade,T0004873,0.85,OVERPRICED,+2.9σ vs median
trade,T0005629,0.85,UNDERPRICED,-2.7σ vs median
trade,T0005707,0.85,UNDERPRICED,-2.7σ vs median
trade,T0001344,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001393,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001347,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001366,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001463,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001518,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001515,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001535,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001588,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001746,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001758,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001755,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001783,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001831,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001879,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001871,0.85,UNDERPRICED,-9.3σ vs median
trade,T0001930,0.85,UNDERPRICED,-9.3σ vs median
trade,T0003914,0.85,OVERPRICED,+7.9σ vs median
trade,T0003901,0.85,OVERPRICED,+7.9σ vs median
trade,T0003963,0.85,OVERPRICED,+3.2σ vs median
trade,T0004491,0.85,OVERPRICED,+3.2σ vs median
trade,T0004668,0.85,OVERPRICED,+6.4σ vs median
trade,T0004671,0.85,OVERPRICED,+3.2σ vs median
trade,T0004876,0.85,UNDERPRICED,-2.8σ vs median
trade,T0001600,0.85,OVERPRICED,+380.6σ vs median
trade,T0001666,0.85,OVERPRICED,+380.6σ vs median
trade,T0001801,0.85,OVERPRICED,+380.6σ vs median
trade,T0001981,0.85,OVERPRICED,+259.5σ vs median
trade,T0002068,0.85,OVERPRICED,+208.7σ vs median
trade,T0002191,0.85,OVERPRICED,+208.7σ vs median
trade,T0002274,0.85,OVERPRICED,+208.7σ vs median
trade,T0003229,0.85,UNDERPRICED,-225.2σ vs median
trade,T0003633,0.85,UNDERPRICED,-225.2σ vs median
trade,T0003711,0.85,UNDERPRICED,-225.2σ vs median
trade,T0001240,0.85,OVERPRICED,+7.8σ vs median
trade,T0001262,0.85,OVERPRICED,+7.8σ vs median
trade,T0001242,0.85,OVERPRICED,+7.8σ vs median
trade,T0001326,0.85,OVERPRICED,+7.8σ vs median
trade,T0001292,0.85,OVERPRICED,+7.8σ vs median
trade,T0001352,0.85,OVERPRICED,+7.8σ vs median
trade,T0001481,0.85,OVERPRICED,+7.8σ vs median
trade,T0001427,0.85,OVERPRICED,+7.8σ vs median
trade,T0001486,0.85,OVERPRICED,+7.8σ vs median
trade,T0001569,0.85,OVERPRICED,+7.8σ vs median
trade,T0001566,0.85,OVERPRICED,+7.8σ vs median
trade,T0001580,0.85,OVERPRICED,+7.8σ vs median
trade,T0001629,0.85,OVERPRICED,+7.8σ vs median
trade,T0001747,0.85,OVERPRICED,+7.8σ vs median
trade,T0001766,0.85,OVERPRICED,+7.8σ vs median
trade,T0001810,0.85,OVERPRICED,+7.8σ vs median
trade,T0002499,0.85,OVERPRICED,+3.6σ vs median
trade,T0002556,0.85,OVERPRICED,+3.6σ vs median
trade,T0003031,0.85,OVERPRICED,+8.0σ vs median
trade,T0003050,0.85,OVERPRICED,+8.0σ vs median
trade,T0003047,0.85,OVERPRICED,+8.0σ vs median
trade,T0003068,0.85,OVERPRICED,+8.0σ vs median
trade,T0003110,0.85,OVERPRICED,+8.0σ vs median
trade,T0003260,0.85,OVERPRICED,+8.0σ vs median
trade,T0003328,0.85,OVERPRICED,+8.0σ vs median
trade,T0003372,0.85,OVERPRICED,+8.0σ vs median
trade,T0000504,0.85,UNDERPRICED,-7.2σ vs median
trade,T0000559,0.85,UNDERPRICED,-7.2σ vs median
trade,T0000840,0.85,UNDERPRICED,-7.2σ vs median
trade,T0000900,0.85,UNDERPRICED,-7.2σ vs median
trade,T0000893,0.85,UNDERPRICED,-7.2σ vs median
trade,T0001024,0.85,UNDERPRICED,-7.2σ vs median
trade,T0001052,0.85,UNDERPRICED,-7.2σ vs median
trade,T0001049,0.85,UNDERPRICED,-7.2σ vs median
trade,T0001134,0.85,UNDERPRICED,-7.2σ vs median
trade,T0001203,0.85,UNDERPRICED,-7.2σ vs median
trade,T0001192,0.85,UNDERPRICED,-7.2σ vs median
trade,T0001901,0.85,OVERPRICED,+7.2σ vs median
trade,T0002568,0.85,OVERPRICED,+3.2σ vs median
trade,T0002580,0.85,OVERPRICED,+3.2σ vs median
trade,T0002652,0.85,OVERPRICED,+3.2σ vs median
trade,T0002831,0.85,OVERPRICED,+3.5σ vs median
trade,T0002903,0.85,OVERPRICED,+3.5σ vs median
trade,T0002949,0.85,OVERPRICED,+3.5σ vs median
trade,T0002920,0.85,OVERPRICED,+3.5σ vs median
trade,T0002969,0.85,OVERPRICED,+3.5σ vs median
trade,T0002967,0.85,OVERPRICED,+3.5σ vs median
trade,T0003017,0.85,OVERPRICED,+3.4σ vs median
trade,T0002973,0.85,OVERPRICED,+3.4σ vs median
trade,T0003067,0.85,OVERPRICED,+2.9σ vs median
trade,T0003056,0.85,OVERPRICED,+2.9σ vs median
trade,T0003055,0.85,OVERPRICED,+2.9σ vs median
trade,T0003195,0.85,OVERPRICED,+2.9σ vs median
trade,T0005696,0.85,UNDERPRICED,-8.8σ vs median
trade,T0005747,0.85,UNDERPRICED,-8.1σ vs median
trade,T0005721,0.85,UNDERPRICED,-8.1σ vs median
trade,T0005821,0.85,UNDERPRICED,-8.1σ vs median
trade,T0005842,0.85,UNDERPRICED,-8.1σ vs median
trade,T0000998,0.85,UNDERPRICED,-3.0σ vs median
trade,T0001056,0.85,UNDERPRICED,-3.0σ vs median
trade,T0001151,0.85,UNDERPRICED,-3.0σ vs median
trade,T0001104,0.85,UNDERPRICED,-3.0σ vs median
trade,T0001196,0.85,UNDERPRICED,-3.0σ vs median
trade,T0001218,0.85,UNDERPRICED,-2.5σ vs median
trade,T0005448,0.85,OVERPRICED,+9.4σ vs median
trade,T0005422,0.85,OVERPRICED,+9.4σ vs median
trade,T0005480,0.85,OVERPRICED,+6.9σ vs median
trade,T0005477,0.85,OVERPRICED,+6.9σ vs median
trade,T0005510,0.85,OVERPRICED,+6.9σ vs median
trade,T0005609,0.85,OVERPRICED,+6.9σ vs median
trade,T0005597,0.85,OVERPRICED,+6.9σ vs median
trade,T0005703,0.85,OVERPRICED,+6.9σ vs median
trade,T0005666,0.85,OVERPRICED,+6.9σ vs median
trade,T0005824,0.85,OVERPRICED,+5.8σ vs median
trade,T0005773,0.85,OVERPRICED,+5.8σ vs median
trade,T0005825,0.85,OVERPRICED,+5.8σ vs median
trade,T0005785,0.85,OVERPRICED,+5.8σ vs median
trade,T0005938,0.85,OVERPRICED,+5.8σ vs median
trade,T0005906,0.85,OVERPRICED,+5.8σ vs median
trade,T0005911,0.85,OVERPRICED,+5.8σ vs median
trade,T0005920,0.85,OVERPRICED,+5.8σ vs median
trade,T0003932,0.85,OVERPRICED,+2.6σ vs median
trade,T0004637,0.85,UNDERPRICED,-11.4σ vs median
trade,T0004815,0.85,UNDERPRICED,-11.4σ vs median
trade,T0005449,0.85,OVERPRICED,+10.6σ vs median
trade,T0005744,0.85,OVERPRICED,+3.9σ vs median
trade,T0005714,0.85,OVERPRICED,+3.9σ vs median
trade,T0000776,0.85,UNDERPRICED,-5.6σ vs median
trade,T0000845,0.85,UNDERPRICED,-5.6σ vs median
trade,T0000932,0.85,UNDERPRICED,-5.6σ vs median
trade,T0000941,0.85,UNDERPRICED,-5.6σ vs median
trade,T0000948,0.85,UNDERPRICED,-5.6σ vs median
trade,T0000985,0.85,UNDERPRICED,-5.6σ vs median
trade,T0001082,0.85,UNDERPRICED,-5.6σ vs median
trade,T0001097,0.85,UNDERPRICED,-5.6σ vs median
trade,T0001227,0.85,UNDERPRICED,-5.6σ vs median
trade,T0001325,0.85,UNDERPRICED,-5.6σ vs median
trade,T0001398,0.85,UNDERPRICED,-5.6σ vs median
trade,T0004431,0.85,OVERPRICED,+16.1σ vs median
trade,T0004509,0.85,OVERPRICED,+16.1σ vs median
trade,T0004467,0.85,OVERPRICED,+16.1σ vs median
trade,T0004526,0.85,OVERPRICED,+16.1σ vs median
trade,T0004719,0.85,OVERPRICED,+16.1σ vs median
trade,T0004757,0.85,OVERPRICED,+16.1σ vs median
trade,T0004753,0.85,OVERPRICED,+16.1σ vs median
trade,T0004941,0.85,OVERPRICED,+16.1σ vs median
trade,T0004944,0.85,OVERPRICED,+16.1σ vs median
trade,T0005031,0.85,OVERPRICED,+16.1σ vs median
trade,T0005019,0.85,OVERPRICED,+16.1σ vs median
trade,T0005085,0.85,OVERPRICED,+16.1σ vs median
trade,T0005161,0.85,OVERPRICED,+16.1σ vs median
trade,T0005225,0.85,OVERPRICED,+16.1σ vs median
trade,T0000496,0.85,UNDERPRICED,-15.3σ vs median
trade,T0000507,0.85,UNDERPRICED,-15.3σ vs median
trade,T0000571,0.85,UNDERPRICED,-15.3σ vs median
trade,T0000676,0.85,UNDERPRICED,-15.3σ vs median
trade,T0000737,0.85,UNDERPRICED,-15.3σ vs median
trade,T0000820,0.85,UNDERPRICED,-15.3σ vs median
trade,T0000905,0.85,UNDERPRICED,-15.3σ vs median
trade,T0001067,0.85,UNDERPRICED,-15.3σ vs median
trade,T0001078,0.85,UNDERPRICED,-15.3σ vs median
trade,T0001095,0.85,UNDERPRICED,-15.3σ vs median
trade,T0001152,0.85,UNDERPRICED,-15.3σ vs median
trade,T0001145,0.85,UNDERPRICED,-15.3σ vs median
trade,T0001109,0.85,UNDERPRICED,-15.3σ vs median
trade,T0001159,0.85,UNDERPRICED,-15.3σ vs median
trade,T0001185,0.85,UNDERPRICED,-15.3σ vs median
trade,T0004958,0.85,OVERPRICED,+7.7σ vs median
trade,T0004971,0.85,OVERPRICED,+7.7σ vs median
trade,T0004939,0.85,OVERPRICED,+7.7σ vs median
trade,T0005045,0.85,OVERPRICED,+7.7σ vs median
trade,T0005111,0.85,OVERPRICED,+7.7σ vs median
trade,T0005134,0.85,OVERPRICED,+7.7σ vs median
trade,T0005192,0.85,OVERPRICED,+7.7σ vs median
trade,T0005290,0.85,OVERPRICED,+7.7σ vs median
trade,T0005348,0.85,OVERPRICED,+7.7σ vs median
trade,T0005370,0.85,OVERPRICED,+7.7σ vs median
trade,T0005357,0.85,OVERPRICED,+7.7σ vs median
trade,T0005402,0.85,OVERPRICED,+7.7σ vs median
trade,T0005437,0.85,OVERPRICED,+7.7σ vs median
trade,T0005598,0.85,OVERPRICED,+7.7σ vs median
trade,T0005604,0.85,OVERPRICED,+7.7σ vs median
trade,T0005667,0.85,OVERPRICED,+7.7σ vs median
trade,T0000132,0.85,UNDERPRICED,-113.0σ vs median
trade,T0000201,0.85,UNDERPRICED,-113.0σ vs median
trade,T0000202,0.85,UNDERPRICED,-113.0σ vs median
trade,T0000181,0.85,UNDERPRICED,-113.0σ vs median
trade,T0000331,0.85,UNDERPRICED,-113.0σ vs median
trade,T0001842,0.85,OVERPRICED,+23.6σ vs median
trade,T0001956,0.85,OVERPRICED,+23.6σ vs median
trade,T0002051,0.85,OVERPRICED,+23.6σ vs median
trade,T0002154,0.85,OVERPRICED,+23.6σ vs median
trade,T0002152,0.85,OVERPRICED,+23.6σ vs median
trade,T0002203,0.85,OVERPRICED,+23.6σ vs median
trade,T0002195,0.85,OVERPRICED,+3.3σ vs median
trade,T0002257,0.85,OVERPRICED,+3.3σ vs median
trade,T0002299,0.85,OVERPRICED,+3.3σ vs median
trade,T0002404,0.85,OVERPRICED,+23.6σ vs median
trade,T0002370,0.85,OVERPRICED,+23.6σ vs median
trade,T0002411,0.85,OVERPRICED,+3.3σ vs median
trade,T0002524,0.85,OVERPRICED,+23.6σ vs median
trade,T0002506,0.85,OVERPRICED,+23.6σ vs median
trade,T0005167,0.85,UNDERPRICED,-10.2σ vs median
trade,T0005232,0.85,UNDERPRICED,-10.2σ vs median
trade,T0005509,0.85,UNDERPRICED,-10.2σ vs median
trade,T0005478,0.85,UNDERPRICED,-10.2σ vs median
trade,T0005524,0.85,UNDERPRICED,-10.2σ vs median
trade,T0000114,0.85,UNDERPRICED,-7.5σ vs median
