player_id,region,playstyle,account_age_days
P00000,ASIA,casual,159
P00001,EU,farmer,430
P00002,NA,casual,15
P00003,NA,trader,314
P00004,EU,casual,139
P00005,ASIA,trader,393
P00006,ASIA,casual,372
P00007,EU,casual,372
P00008,ASIA,raider,379
P00009,EU,casual,432
P00010,ASIA,casual,303
P00011,NA,trader,255
P00012,NA,raider,356
P00013,EU,trader,98
P00014,ASIA,trader,342
P00015,NA,casual,129
P00016,EU,casual,229
P00017,EU,farmer,455
P00018,NA,casual,1068
P00019,EU,farmer,780
P00020,NA,casual,465
P00021,EU,casual,393
P00022,EU,casual,677
P00023,EU,raider,260
P00024,ASIA,trader,687
P00025,ASIA,casual,686
P00026,NA,casual,810
P00027,NA,raider,298
P00028,ASIA,trader,807
P00029,ASIA,casual,418
P00030,EU,casual,145
P00031,NA,farmer,909
P00032,ASIA,casual,929
P00033,NA,raider,472
P00034,EU,casual,23
P00035,NA,casual,350
P00036,NA,raider,897
P00037,ASIA,casual,318
P00038,NA,casual,288
P00039,EU,casual,644
P00040,NA,casual,886
P00041,EU,casual,1094
P00042,NA,farmer,774
P00043,EU,casual,621
P00044,EU,casual,1031
P00045,EU,casual,894
P00046,EU,casual,530
P00047,NA,raider,16
P00048,EU,raider,123
P00049,NA,casual,1084
P00050,NA,raider,321
P00051,ASIA,casual,547
P00052,NA,casual,821
P00053,NA,casual,913
P00054,EU,casual,332
P00055,NA,casual,1075
P00056,ASIA,trader,241
P00057,EU,casual,637
P00058,ASIA,casual,1082
P00059,EU,raider,931
P00060,NA,farmer,179
P00061,EU,casual,78
P00062,EU,casual,520
P00063,EU,trader,930
P00064,ASIA,trader,434
P00065,NA,farmer,153
P00066,NA,casual,169
P00067,NA,casual,44
P00068,EU,casual,100
P00069,NA,farmer,341
P00070,NA,casual,519
P00071,ASIA,farmer,524
P00072,NA,trader,737
P00073,NA,casual,699
P00074,EU,raider,721
P00075,ASIA,raider,205
P00076,ASIA,casual,1074
P00077,ASIA,casual,666
P00078,EU,casual,77
P00079,ASIA,raider,39
P00080,NA,trader,216
P00081,NA,farmer,1059
P00082,NA,raider,128
P00083,EU,casual,995
P00084,ASIA,casual,527
P00085,NA,casual,452
P00086,EU,raider,936
