trade_id,ts,buyer_id,seller_id,item_id,qty,price,listing_id
T0000001,2025-01-01 00:00:00,P00319,P00573,I0004,1,46.41,L0000046
T0000014,2025-01-01 00:00:00,P00354,P00097,I0014,1,63.96,L0000008
T0000017,2025-01-01 00:00:00,P00446,P00173,I0001,1,57.56,L0000016
T0000031,2025-01-01 00:00:00,P00512,P00184,I0033,1,23.89,L0000017
T0000030,2025-01-01 00:00:00,P00551,P00097,I0014,1,63.96,L0000008
T0000028,2025-01-01 00:00:00,P00116,P00316,I0018,1,34.64,L0000030
T0000027,2025-01-01 00:00:00,P00532,P00173,I0001,1,57.56,L0000016
T0000026,2025-01-01 00:00:00,P00237,P00170,I0007,1,68.43,L0000015
T0000025,2025-01-01 00:00:00,P00355,P00125,I0017,1,49.91,L0000012
T0000024,2025-01-01 00:00:00,P00041,P00599,I0012,1,33.39,L0000049
T0000023,2025-01-01 00:00:00,P00126,P00003,I0036,1,335.9,L0000001
T0000022,2025-01-01 00:00:00,P00325,P00563,I0037,1,31.47,L0000044
T0000021,2025-01-01 00:00:00,P00282,P00170,I0007,1,68.43,L0000015
T0000020,2025-01-01 00:00:00,P00576,P00590,I0029,1,40.43,L0000048
T0000019,2025-01-01 00:00:00,P00598,P00573,I0004,1,46.41,L0000046
T0000018,2025-01-01 00:00:00,P00464,P00563,I0037,1,31.47,L0000044
T0000007,2025-01-01 00:00:00,P00369,P00423,I0022,1,415.47,L0000039
T0000008,2025-01-01 00:00:00,P00052,P00563,I0037,1,31.47,L0000044
T0000015,2025-01-01 00:00:00,P00132,P00380,I0035,1,406.72,L0000035
T0000016,2025-01-01 00:00:00,P00560,P00491,I0032,1,43.12,L0000042
T0000002,2025-01-01 00:00:00,P00184,P00563,I0037,1,31.47,L0000044
T0000004,2025-01-01 00:00:00,P00579,P00392,I0006,1,53.0,L0000037
T0000005,2025-01-01 00:00:00,P00393,P00590,I0029,1,40.43,L0000048
T0000006,2025-01-01 00:00:00,P00382,P00431,I0030,1,498.84,L0000040
T0000029,2025-01-01 00:00:00,P00167,P00431,I0030,1,498.84,L0000040
T0000003,2025-01-01 00:00:00,P00584,P00170,I0007,1,68.43,L0000015
T0000009,2025-01-01 00:00:00,P00186,P00052,I0021,1,46.8,L0000005
T0000010,2025-01-01 00:00:00,P00320,P00241,I0026,1,396.22,L0000023
T0000011,2025-01-01 00:00:00,P00497,P00013,I0002,1,38.56,L0000003
T0000012,2025-01-01 00:00:00,P00554,P00380,I0035,1,406.72,L0000035
T0000013,2025-01-01 00:00:00,P00034,P00581,I0023,1,45.13,L0000047
T0005659,2025-01-01 00:50:00,P00547,P00138,I0001,1,100.25,L0004474
T0005662,2025-01-01 00:52:00,P00547,P00138,I0001,1,100.25,L0004477
T0005685,2025-01-01 00:52:00,P00415,P00147,I0036,1,691.75,L0004500
T0005694,2025-01-01 00:53:00,P00372,P00492,I0002,1,71.24,L0004509
T0005674,2025-01-01 00:53:00,P00530,P00220,I0027,1,101.29,L0004489
T0005666,2025-01-01 00:57:00,P00498,P00311,I0023,1,79.79,L0004481
T0005693,2025-01-01 00:59:00,P00492,P00457,I0002,1,71.24,L0004508
T0000065,2025-01-01 01:00:00,P00210,P00184,I0033,1,23.89,L0000017
T0000063,2025-01-01 01:00:00,P00023,P00158,I0008,1,509.65,L0000057
T0000062,2025-01-01 01:00:00,P00592,P00308,I0010,1,446.28,L0000067
T0000071,2025-01-01 01:00:00,P00585,P00599,I0012,1,33.39,L0000049
T0000035,2025-01-01 01:00:00,P00520,P00094,I0019,1,42.2,L0000006
T0000066,2025-01-01 01:00:00,P00107,P00392,I0006,1,53.0,L0000037
T0000072,2025-01-01 01:00:00,P00042,P00173,I0001,1,57.56,L0000016
T0000080,2025-01-01 01:00:00,P00104,P00365,I0027,1,54.73,L0000071
T0000074,2025-01-01 01:00:00,P00445,P00097,I0014,1,63.96,L0000008
T0000075,2025-01-01 01:00:00,P00531,P00184,I0033,1,23.89,L0000017
T0000076,2025-01-01 01:00:00,P00190,P00488,I0017,1,47.41,L0000076
T0000061,2025-01-01 01:00:00,P00273,P00094,I0019,1,42.2,L0000006
T0000057,2025-01-01 01:00:00,P00130,P00573,I0004,1,46.41,L0000046
T0000064,2025-01-01 01:00:00,P00101,P00173,I0001,1,57.56,L0000016
T0000085,2025-01-01 01:00:00,P00092,P00519,I0034,1,63.11,L0000078
T0000077,2025-01-01 01:00:00,P00181,P00184,I0033,1,23.89,L0000017
T0000073,2025-01-01 01:00:00,P00090,P00488,I0017,1,47.41,L0000076
T0000060,2025-01-01 01:00:00,P00201,P00365,I0027,1,54.73,L0000071
T0000059,2025-01-01 01:00:00,P00526,P00246,I0039,1,436.4,L0000024
T0000086,2025-01-01 01:00:00,P00143,P00511,I0020,1,43.16,L0000077
T0000079,2025-01-01 01:00:00,P00350,P00346,I0018,1,31.92,L0000068
T0000081,2025-01-01 01:00:00,P00142,P00241,I0026,1,396.22,L0000023
T0000082,2025-01-01 01:00:00,P00362,P00346,I0018,1,31.92,L0000068
T0000083,2025-01-01 01:00:00,P00226,P00346,I0018,1,31.92,L0000068
T0000084,2025-01-01 01:00:00,P00385,P00173,I0001,1,57.56,L0000016
T0000078,2025-01-01 01:00:00,P00112,P00519,I0034,1,63.11,L0000078
T0000067,2025-01-01 01:00:00,P00215,P00308,I0010,1,446.28,L0000067
T0000033,2025-01-01 01:00:00,P00428,P00563,I0037,1,31.47,L0000044
T0000034,2025-01-01 01:00:00,P00335,P00365,I0027,1,54.73,L0000071
T0000069,2025-01-01 01:00:00,P00369,P00246,I0039,1,436.4,L0000024
T0000032,2025-01-01 01:00:00,P00573,P00541,I0009,1,48.98,L0000043
T0000044,2025-01-01 01:00:00,P00486,P00053,I0023,1,38.47,L0000051
T0000042,2025-01-01 01:00:00,P00297,P00094,I0019,1,42.2,L0000006
T0000039,2025-01-01 01:00:00,P00450,P00380,I0035,1,406.72,L0000035
T0000040,2025-01-01 01:00:00,P00416,P00184,I0033,1,23.89,L0000017
T0000046,2025-01-01 01:00:00,P00157,P00365,I0027,1,54.73,L0000071
