player_id,region,playstyle,account_age_days
P00000,NA,trader,804
P00001,ASIA,farmer,92
P00002,NA,casual,163
P00003,EU,casual,779
P00004,EU,casual,37
P00005,ASIA,casual,321
P00006,EU,casual,907
P00007,ASIA,casual,985
P00008,NA,trader,543
P00009,NA,casual,978
P00010,EU,trader,972
P00011,EU,raider,1025
P00012,EU,trader,271
P00013,EU,casual,281
P00014,NA,casual,722
P00015,NA,farmer,1
P00016,ASIA,casual,291
P00017,NA,casual,425
P00018,NA,farmer,974
P00019,ASIA,raider,1054
P00020,EU,casual,375
P00021,EU,casual,836
P00022,NA,trader,597
P00023,EU,casual,66
P00024,EU,farmer,436
P00025,NA,casual,769
P00026,NA,farmer,773
P00027,ASIA,casual,1004
P00028,NA,casual,687
P00029,NA,casual,1059
P00030,NA,raider,496
P00031,EU,farmer,784
P00032,EU,casual,678
P00033,EU,casual,945
P00034,NA,farmer,1018
P00035,EU,raider,921
P00036,EU,casual,1046
P00037,EU,raider,393
P00038,ASIA,casual,1087
P00039,EU,trader,109
P00040,EU,casual,403
P00041,ASIA,farmer,796
P00042,NA,raider,678
P00043,ASIA,farmer,150
P00044,NA,casual,745
P00045,NA,farmer,421
P00046,EU,raider,871
P00047,NA,casual,1090
P00048,NA,casual,222
P00049,ASIA,trader,613
P00050,EU,farmer,31
P00051,NA,casual,571
P00052,EU,farmer,922
P00053,EU,casual,1037
P00054,EU,casual,867
P00055,EU,trader,311
P00056,ASIA,casual,411
P00057,EU,casual,1094
P00058,ASIA,casual,866
P00059,NA,casual,998
P00060,NA,casual,270
P00061,NA,casual,399
P00062,NA,casual,903
P00063,EU,casual,359
P00064,EU,casual,826
P00065,EU,casual,139
P00066,EU,farmer,69
P00067,EU,trader,1002
P00068,ASIA,casual,332
P00069,EU,raider,204
P00070,NA,casual,279
P00071,EU,casual,10
P00072,ASIA,casual,832
P00073,NA,trader,974
P00074,EU,casual,19
P00075,ASIA,farmer,655
P00076,ASIA,casual,399
P00077,ASIA,raider,736
P00078,NA,trader,767
P00079,EU,trader,803
P00080,EU,casual,51
P00081,ASIA,casual,47
P00082,NA,casual,1035
P00083,EU,farmer,101
P00084,ASIA,casual,555
P00085,NA,casual,547
P00086,NA,farmer,415
P00087,EU,casual,55
P00088,EU,casual,184
P00089,EU,trader,552
P00090,EU,casual,121
P00091,ASIA,casual,806
P00092,NA,casual,942
P00093,NA,casual,720
P00094,EU,casual,908
P00095,NA,raider,675
P00096,EU,trader,758
P00097,EU,raider,51
P00098,EU,raider,597
P00099,EU,casual,259
P00100,ASIA,raider,203
P00101,NA,farmer,982
P00102,EU,raider,905
P00103,NA,farmer,135
P00104,ASIA,raider,1080
P00105,EU,casual,584
P00106,NA,raider,680
P00107,NA,casual,55
P00108,EU,casual,967
P00109,NA,raider,1028
P00110,NA,farmer,840
P00111,ASIA,casual,188
P00112,EU,casual,576
P00113,ASIA,farmer,449
P00114,EU,casual,429
P00115,NA,casual,599
P00116,ASIA,casual,783
P00117,EU,casual,787
P00118,EU,raider,265
P00119,ASIA,raider,1026
P00120,EU,casual,479
P00121,NA,farmer,806
P00122,NA,trader,949
P00123,NA,casual,381
P00124,NA,casual,939
P00125,EU,casual,83
P00126,EU,farmer,327
P00127,EU,trader,774
P00128,EU,casual,826
P00129,EU,casual,1064
P00130,ASIA,casual,462
P00131,NA,casual,19
P00132,EU,trader,486
P00133,EU,casual,848
P00134,ASIA,casual,127
P00135,EU,casual,193
P00136,ASIA,casual,453
P00137,NA,farmer,504
P00138,NA,casual,479
P00139,ASIA,casual,572
P00140,NA,casual,671
P00141,NA,trader,673
P00142,EU,farmer,450
P00143,ASIA,casual,1083
P00144,EU,farmer,536
P00145,ASIA,casual,753
P00146,EU,farmer,729
P00147,EU,casual,430
P00148,NA,trader,702
P00149,ASIA,casual,783
P00150,EU,casual,527
P00151,ASIA,raider,511
P00152,NA,casual,654
P00153,NA,casual,452
P00154,NA,casual,829
P00155,ASIA,casual,401
P00156,EU,casual,104
P00157,EU,casual,540
P00158,EU,casual,988
P00159,EU,casual,308
P00160,EU,casual,341
P00161,ASIA,raider,265
P00162,ASIA,casual,1017
P00163,EU,casual,163
P00164,NA,casual,485
P00165,NA,farmer,482
P00166,NA,casual,618
P00167,NA,casual,321
P00168,EU,farmer,835
P00169,ASIA,casual,916
P00170,NA,trader,477
P00171,NA,trader,928
P00172,NA,casual,133
P00173,EU,farmer,377
P00174,EU,casual,969
P00175,EU,casual,678
P00176,NA,casual,188
P00177,ASIA,raider,988
P00178,NA,trader,960
P00179,EU,casual,393
P00180,ASIA,farmer,205
P00181,ASIA,casual,607
P00182,ASIA,casual,642
P00183,NA,trader,486
P00184,ASIA,raider,780
P00185,EU,casual,712
P00186,EU,trader,860
P00187,EU,casual,1050
P00188,EU,casual,824
P00189,EU,casual,152
P00190,EU,trader,9
P00191,NA,casual,1057
P00192,EU,trader,883
P00193,NA,raider,729
P00194,EU,casual,277
P00195,NA,raider,871
P00196,EU,casual,120
P00197,EU,raider,695
P00198,ASIA,farmer,412
P00199,NA,raider,953
P00200,ASIA,trader,746
P00201,NA,casual,357
P00202,NA,farmer,865
P00203,EU,casual,775
P00204,NA,farmer,276
P00205,EU,trader,289
P00206,ASIA,trader,424
P00207,ASIA,casual,557
P00208,ASIA,casual,303
P00209,EU,trader,746
P00210,EU,trader,574
P00211,EU,casual,221
P00212,EU,trader,769
P00213,NA,casual,67
P00214,NA,casual,1017
P00215,EU,farmer,866
P00216,ASIA,casual,100
P00217,NA,casual,885
P00218,EU,casual,364
P00219,NA,casual,729
P00220,ASIA,casual,259
P00221,EU,casual,352
P00222,NA,farmer,17
P00223,NA,raider,721
P00224,NA,raider,645
P00225,EU,farmer,92
P00226,NA,casual,302
P00227,NA,casual,725
P00228,ASIA,casual,874
P00229,ASIA,casual,631
P00230,EU,farmer,180
P00231,NA,casual,676
P00232,ASIA,casual,245
P00233,ASIA,raider,490
P00234,EU,casual,525
P00235,EU,casual,247
P00236,NA,raider,891
P00237,EU,farmer,795
P00238,NA,casual,120
P00239,ASIA,raider,508
P00240,EU,casual,126
P00241,EU,casual,816
P00242,NA,raider,422
P00243,NA,casual,399
P00244,EU,casual,270
P00245,EU,raider,97
P00246,EU,raider,147
P00247,NA,casual,594
P00248,ASIA,farmer,794
P00249,EU,casual,682
P00250,EU,trader,248
P00251,NA,casual,1009
P00252,EU,casual,713
P00253,EU,casual,972
P00254,EU,trader,6
P00255,NA,casual,63
P00256,EU,raider,66
P00257,NA,trader,845
P00258,NA,trader,402
P00259,EU,casual,286
P00260,EU,casual,652
P00261,NA,raider,763
P00262,EU,farmer,490
P00263,EU,casual,416
P00264,EU,casual,425
P00265,EU,casual,353
P00266,ASIA,casual,416
P00267,EU,raider,535
P00268,EU,casual,357
P00269,ASIA,casual,581
P00270,NA,casual,709
P00271,EU,casual,760
P00272,EU,casual,11
P00273,ASIA,trader,698
P00274,EU,casual,347
P00275,NA,casual,743
P00276,EU,farmer,1052
P00277,NA,casual,421
P00278,NA,casual,123
P00279,ASIA,trader,742
P00280,NA,trader,363
P00281,EU,raider,378
P00282,EU,casual,675
P00283,NA,casual,665
P00284,NA,casual,29
P00285,EU,casual,503
P00286,EU,casual,414
P00287,NA,casual,616
P00288,NA,raider,687
P00289,ASIA,casual,20
P00290,EU,casual,68
P00291,EU,trader,546
P00292,NA,casual,920
P00293,NA,casual,241
P00294,NA,casual,128
P00295,ASIA,farmer,423
P00296,ASIA,raider,292
P00297,ASIA,casual,81
P00298,NA,raider,1016
P00299,EU,casual,719
P00300,NA,casual,868
P00301,EU,raider,978
P00302,NA,trader,694
P00303,NA,farmer,388
P00304,NA,raider,1
P00305,EU,casual,115
P00306,EU,casual,344
P00307,EU,trader,679
P00308,EU,casual,722
P00309,ASIA,casual,139
P00310,NA,raider,285
P00311,EU,farmer,976
P00312,NA,farmer,321
P00313,NA,casual,134
P00314,EU,casual,269
P00315,ASIA,casual,396
P00316,ASIA,trader,544
P00317,EU,trader,542
P00318,EU,casual,117
P00319,NA,trader,129
P00320,ASIA,casual,226
P00321,EU,casual,349
P00322,NA,casual,1058
P00323,ASIA,casual,302
P00324,ASIA,casual,388
P00325,EU,casual,781
P00326,EU,farmer,371
P00327,ASIA,casual,1079
P00328,EU,trader,534
P00329,EU,trader,397
P00330,NA,casual,845
P00331,EU,casual,866
P00332,NA,trader,725
P00333,EU,casual,154
P00334,ASIA,casual,322
P00335,EU,casual,635
P00336,NA,trader,405
P00337,EU,raider,474
P00338,NA,casual,311
P00339,EU,casual,316
P00340,EU,casual,529
P00341,EU,casual,899
P00342,NA,trader,400
P00343,NA,trader,817
P00344,EU,casual,1074
P00345,ASIA,casual,147
P00346,ASIA,casual,1013
P00347,ASIA,farmer,320
P00348,EU,raider,107
P00349,EU,farmer,897
P00350,EU,raider,9
P00351,EU,casual,1086
P00352,EU,farmer,227
P00353,NA,casual,670
P00354,EU,raider,273
P00355,EU,casual,954
P00356,ASIA,casual,773
P00357,NA,trader,1077
P00358,EU,casual,864
P00359,NA,casual,811
P00360,EU,casual,1033
P00361,NA,raider,706
P00362,EU,casual,233
P00363,NA,casual,243
P00364,NA,casual,718
P00365,NA,casual,406
P00366,EU,casual,830
P00367,NA,casual,683
P00368,ASIA,casual,43
P00369,EU,raider,1014
P00370,EU,casual,1065
P00371,EU,trader,331
P00372,ASIA,trader,311
P00373,ASIA,casual,433
P00374,EU,casual,888
P00375,ASIA,trader,25
P00376,EU,casual,197
P00377,NA,farmer,763
P00378,NA,casual,457
P00379,ASIA,farmer,486
P00380,EU,casual,1026
P00381,EU,raider,873
P00382,NA,trader,123
P00383,EU,casual,256
P00384,EU,farmer,286
P00385,NA,casual,722
P00386,ASIA,casual,470
P00387,NA,casual,737
P00388,ASIA,casual,246
P00389,NA,casual,508
P00390,NA,raider,400
P00391,ASIA,casual,207
P00392,NA,raider,224
P00393,NA,trader,441
P00394,EU,trader,741
P00395,EU,trader,816
P00396,NA,farmer,847
P00397,EU,casual,207
P00398,ASIA,trader,633
P00399,NA,casual,99
P00400,EU,trader,145
P00401,ASIA,trader,507
P00402,EU,raider,765
P00403,NA,casual,257
P00404,EU,casual,187
P00405,ASIA,casual,876
P00406,NA,casual,656
P00407,ASIA,casual,895
P00408,EU,casual,96
P00409,ASIA,farmer,1035
P00410,NA,trader,884
P00411,NA,casual,919
P00412,ASIA,casual,112
P00413,EU,casual,709
P00414,EU,casual,592
P00415,NA,casual,205
P00416,ASIA,raider,1002
P00417,EU,casual,901
P00418,NA,casual,907
P00419,EU,casual,797
P00420,NA,raider,195
P00421,NA,casual,818
P00422,EU,casual,505
P00423,NA,casual,763
P00424,EU,trader,651
P00425,ASIA,casual,909
P00426,NA,farmer,568
P00427,EU,casual,326
P00428,NA,trader,725
P00429,NA,casual,736
P00430,NA,casual,319
P00431,EU,trader,566
P00432,NA,raider,728
P00433,NA,casual,370
P00434,ASIA,casual,187
P00435,EU,trader,358
P00436,NA,casual,914
P00437,NA,casual,171
P00438,NA,trader,431
P00439,EU,casual,538
P00440,NA,casual,870
P00441,EU,casual,404
P00442,EU,casual,1088
P00443,ASIA,casual,462
P00444,EU,raider,506
P00445,NA,casual,932
P00446,NA,casual,494
P00447,NA,farmer,746
P00448,NA,farmer,386
P00449,ASIA,raider,745
P00450,NA,casual,654
P00451,NA,casual,1077
P00452,ASIA,raider,437
P00453,NA,casual,239
P00454,NA,trader,153
P00455,EU,casual,556
P00456,NA,casual,548
P00457,EU,casual,102
P00458,NA,raider,13
P00459,EU,farmer,430
P00460,NA,farmer,39
P00461,NA,casual,1040
P00462,NA,trader,865
P00463,EU,farmer,94
P00464,ASIA,casual,852
P00465,EU,casual,829
P00466,ASIA,farmer,794
P00467,NA,casual,947
P00468,EU,raider,774
P00469,NA,farmer,557
P00470,EU,casual,794
P00471,EU,trader,873
P00472,ASIA,casual,639
P00473,NA,casual,483
P00474,NA,casual,627
P00475,NA,trader,387
P00476,NA,casual,443
P00477,NA,raider,554
P00478,EU,casual,820
P00479,EU,trader,214
P00480,EU,trader,473
P00481,EU,casual,337
P00482,EU,trader,170
P00483,ASIA,raider,335
P00484,EU,casual,330
P00485,EU,casual,1082
P00486,EU,casual,424
P00487,NA,casual,367
P00488,ASIA,casual,433
P00489,ASIA,casual,251
P00490,EU,casual,999
P00491,EU,raider,1029
P00492,ASIA,farmer,430
P00493,NA,trader,152
P00494,NA,casual,21
P00495,EU,raider,1057
P00496,ASIA,casual,910
P00497,EU,casual,934
P00498,NA,trader,641
P00499,EU,casual,708
P00500,EU,trader,840
P00501,ASIA,raider,469
P00502,ASIA,casual,904
P00503,NA,farmer,216
P00504,NA,casual,487
P00505,NA,trader,117
P00506,EU,casual,848
P00507,NA,casual,114
P00508,EU,farmer,550
P00509,EU,casual,382
P00510,NA,casual,1088
P00511,NA,casual,446
P00512,EU,casual,155
P00513,NA,casual,1011
P00514,ASIA,farmer,604
P00515,EU,trader,587
P00516,EU,casual,694
P00517,NA,raider,1084
P00518,EU,trader,29
P00519,NA,casual,789
P00520,EU,farmer,498
P00521,NA,casual,161
P00522,EU,trader,992
P00523,NA,raider,606
P00524,NA,trader,1000
P00525,NA,farmer,175
P00526,EU,trader,739
P00527,ASIA,casual,43
P00528,EU,farmer,1078
P00529,EU,casual,1033
P00530,EU,casual,968
P00531,EU,casual,370
P00532,EU,raider,763
P00533,NA,raider,208
P00534,NA,trader,920
P00535,EU,casual,112
P00536,EU,casual,804
P00537,EU,casual,714
P00538,NA,farmer,323
P00539,NA,casual,505
P00540,ASIA,casual,520
P00541,NA,farmer,13
P00542,NA,raider,58
P00543,NA,casual,783
P00544,NA,casual,752
P00545,EU,casual,281
P00546,EU,trader,489
P00547,EU,raider,854
P00548,NA,casual,744
P00549,EU,casual,535
P00550,EU,casual,946
P00551,NA,raider,586
P00552,EU,raider,6
P00553,EU,trader,501
