entity_type,entity_id,fraud_type,is_fraud
trade,T0005695,wash_trading,1
listing,L0004431,wash_trading,1
trade,T0005696,wash_trading,1
listing,L0004432,wash_trading,1
trade,T0005697,wash_trading,1
listing,L0004433,wash_trading,1
trade,T0005698,wash_trading,1
listing,L0004434,wash_trading,1
trade,T0005699,wash_trading,1
listing,L0004435,wash_trading,1
trade,T0005700,wash_trading,1
listing,L0004436,wash_trading,1
trade,T0005701,wash_trading,1
listing,L0004437,wash_trading,1
trade,T0005702,wash_trading,1
listing,L0004438,wash_trading,1
trade,T0005703,wash_trading,1
listing,L0004439,wash_trading,1
trade,T0005704,wash_trading,1
listing,L0004440,wash_trading,1
trade,T0005705,wash_trading,1
listing,L0004441,wash_trading,1
trade,T0005706,wash_trading,1
listing,L0004442,wash_trading,1
trade,T0005707,wash_trading,1
listing,L0004443,wash_trading,1
trade,T0005708,wash_trading,1
listing,L0004444,wash_trading,1
trade,T0005709,wash_trading,1
listing,L0004445,wash_trading,1
trade,T0005710,wash_trading,1
listing,L0004446,wash_trading,1
trade,T0005711,wash_trading,1
listing,L0004447,wash_trading,1
trade,T0005712,wash_trading,1
listing,L0004448,wash_trading,1
trade,T0005713,wash_trading,1
listing,L0004449,wash_trading,1
trade,T0005714,wash_trading,1
listing,L0004450,wash_trading,1
trade,T0005715,wash_trading,1
listing,L0004451,wash_trading,1
trade,T0005716,wash_trading,1
listing,L0004452,wash_trading,1
trade,T0005717,wash_trading,1
listing,L0004453,wash_trading,1
trade,T0005718,wash_trading,1
listing,L0004454,wash_trading,1
trade,T0005719,wash_trading,1
listing,L0004455,wash_trading,1
trade,T0005720,wash_trading,1
listing,L0004456,wash_trading,1
trade,T0005721,wash_trading,1
listing,L0004457,wash_trading,1
trade,T0005722,wash_trading,1
listing,L0004458,wash_trading,1
trade,T0005723,wash_trading,1
listing,L0004459,wash_trading,1
trade,T0005724,wash_trading,1
listing,L0004460,wash_trading,1
trade,T0005725,wash_trading,1
listing,L0004461,wash_trading,1
trade,T0005726,wash_trading,1
listing,L0004462,wash_trading,1
trade,T0005727,wash_trading,1
listing,L0004463,wash_trading,1
trade,T0005728,wash_trading,1
listing,L0004464,wash_trading,1
trade,T0005729,wash_trading,1
listing,L0004465,wash_trading,1
trade,T0005730,wash_trading,1
listing,L0004466,wash_trading,1
trade,T0005731,wash_trading,1
listing,L0004467,wash_trading,1
trade,T0005732,wash_trading,1
listing,L0004468,wash_trading,1
trade,T0005733,wash_trading,1
listing,L0004469,wash_trading,1
trade,T0005734,wash_trading,1
listing,L0004470,wash_trading,1
trade,T0005735,wash_trading,1
listing,L0004471,wash_trading,1
trade,T0005736,wash_trading,1
listing,L0004472,wash_trading,1
trade,T0005737,wash_trading,1
listing,L0004473,wash_trading,1
trade,T0005738,wash_trading,1
listing,L0004474,wash_trading,1
trade,T0005739,wash_trading,1
listing,L0004475,wash_trading,1
trade,T0005740,wash_trading,1
listing,L0004476,wash_trading,1
trade,T0005741,wash_trading,1
listing,L0004477,wash_trading,1
trade,T0005742,wash_trading,1
listing,L0004478,wash_trading,1
trade,T0005743,mule_transfer,1
listing,L0004479,mule_transfer,1
account,P00232,mule_transfer,1
trade,T0005744,mule_transfer,1
listing,L0004480,mule_transfer,1
account,P00593,mule_transfer,1
trade,T0005745,mule_transfer,1
listing,L0004481,mule_transfer,1
account,P00542,mule_transfer,1
trade,T0005746,mule_transfer,1
listing,L0004482,mule_transfer,1
account,P00037,mule_transfer,1
trade,T0005747,mule_transfer,1
listing,L0004483,mule_transfer,1
account,P00361,mule_transfer,1
trade,T0005748,mule_transfer,1
listing,L0004484,mule_transfer,1
account,P00281,mule_transfer,1
trade,T0005749,mule_transfer,1
listing,L0004485,mule_transfer,1
account,P00237,mule_transfer,1
trade,T0005750,mule_transfer,1
listing,L0004486,mule_transfer,1
account,P00046,mule_transfer,1
trade,T0005751,mule_transfer,1
listing,L0004487,mule_transfer,1
account,P00559,mule_transfer,1
trade,T0005752,mule_transfer,1
listing,L0004488,mule_transfer,1
account,P00516,mule_transfer,1
trade,T0005753,mule_transfer,1
listing,L0004489,mule_transfer,1
account,P00163,mule_transfer,1
trade,T0005754,mule_transfer,1
listing,L0004490,mule_transfer,1
account,P00596,mule_transfer,1
trade,T0005755,collusive_flip,1
listing,L0004491,collusive_flip,1
trade,T0005756,collusive_flip,1
listing,L0004492,collusive_flip,1
trade,T0005757,collusive_flip,1
listing,L0004493,collusive_flip,1
trade,T0005758,collusive_flip,1
listing,L0004494,collusive_flip,1
trade,T0005759,collusive_flip,1
listing,L0004495,collusive_flip,1
trade,T0005760,collusive_flip,1
listing,L0004496,collusive_flip,1
trade,T0005761,collusive_flip,1
listing,L0004497,collusive_flip,1
trade,T0005762,collusive_flip,1
listing,L0004498,collusive_flip,1
trade,T0005763,collusive_flip,1
listing,L0004499,collusive_flip,1
trade,T0005764,collusive_flip,1
listing,L0004500,collusive_flip,1
trade,T0005765,collusive_flip,1
listing,L0004501,collusive_flip,1
trade,T0005766,collusive_flip,1
listing,L0004502,collusive_flip,1
trade,T0005767,collusive_flip,1
listing,L0004503,collusive_flip,1
trade,T0005768,collusive_flip,1
listing,L0004504,collusive_flip,1
trade,T0005769,collusive_flip,1
listing,L0004505,collusive_flip,1
trade,T0005770,collusive_flip,1
listing,L0004506,collusive_flip,1
trade,T0005771,collusive_flip,1
listing,L0004507,collusive_flip,1
trade,T0005772,collusive_flip,1
listing,L0004508,collusive_flip,1
trade,T0005773,collusive_flip,1
listing,L0004509,collusive_flip,1
trade,T0005774,collusive_flip,1
listing,L0004510,collusive_flip,1
