player_id,day,top_features,top_feature_abs_z,anomaly_score,is_suspicious
P00000,2025-01-01,s_counterparties;s_trades;seller_hour_entropy,4.77;4.63;3.67,0.6189811692448419,0
P00000,2025-01-02,max_pair_as_buyer;b_items;b_counterparties,3.32;1.87;1.86,0.5781529090632238,0
P00000,2025-01-03,b_items;b_counterparties;b_trades,3.44;3.35;3.14,0.5047098226847341,0
P00000,2025-01-04,buyer_hour_entropy;b_counterparties;b_trades,1.45;1.12;1.11,0.05114595630832416,0
P00001,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.49;0.48;0.46,0.011183190482675574,0
P00001,2025-01-02,buyer_hour_entropy;b_counterparties;b_trades,1.45;1.12;1.11,0.10123115649858624,0
P00001,2025-01-03,b_counterparties;b_trades;buyer_hour_entropy,2.6;2.43;1.8,0.3853961814001799,0
P00001,2025-01-04,b_price_z_mean;buyer_hour_entropy;s_items,1.3;0.54;0.48,0.07422956256730022,0
P00002,2025-01-01,s_items;max_pair_as_seller;b_trades,0.48;0.46;0.41,0.0020364590442716883,0
P00002,2025-01-02,s_items;max_pair_as_seller;b_trades,0.48;0.46;0.41,0.003055244311421844,0
P00002,2025-01-03,s_trades;s_counterparties;max_pair_as_buyer,4.1;3.94;3.32,0.737465208204182,1
P00002,2025-01-04,b_items;b_counterparties;b_trades,2.69;2.6;2.43,0.3802170651473939,0
P00003,2025-01-01,b_counterparties;buyer_hour_entropy;b_trades,1.12;1.06;1.01,0.07736786618619584,0
P00003,2025-01-03,s_items;buyer_hour_entropy;max_pair_as_seller,1.55;1.45;1.31,0.360674304059073,0
P00003,2025-01-04,s_counterparties;seller_hour_entropy;s_trades,2.97;2.89;2.88,0.4830723605915884,0
P00004,2025-01-02,buyer_hour_entropy;b_counterparties;b_trades,1.45;1.12;1.11,0.05114595630832416,0
P00004,2025-01-03,buyer_hour_entropy;b_counterparties;b_trades,1.45;1.12;1.11,0.059127223379017525,0
P00005,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.08309383440003791,0
P00005,2025-01-02,seller_hour_entropy;s_items;max_pair_as_seller,1.63;1.55;1.31,0.2774111222334563,0
P00005,2025-01-03,s_counterparties;s_trades;seller_hour_entropy,3.25;3.15;3.01,0.43863814656603844,0
P00005,2025-01-04,max_pair_as_seller;s_trades;s_counterparties,4.84;4.63;4.49,0.886379028132215,1
P00006,2025-01-02,max_pair_as_buyer;b_trades;buyer_hour_entropy,2.99;1.72;1.47,0.3086186845702551,0
P00006,2025-01-03,b_price_z_mean;b_price_z_max;s_items,1.26;0.77;0.48,0.09595536442672717,0
P00006,2025-01-04,b_price_z_mean;buyer_hour_entropy;b_price_z_max,0.69;0.54;0.51,0.04714223678084617,0
P00007,2025-01-01,max_pair_as_seller;s_items;seller_hour_entropy,4.84;1.55;1.17,0.36525571565780246,0
P00007,2025-01-02,s_items;max_pair_as_seller;b_price_z_mean,0.48;0.46;0.43,0.010317623355523496,0
P00007,2025-01-03,b_price_z_mean;b_price_z_max;s_items,0.52;0.48;0.48,0.035744764681561854,0
P00007,2025-01-04,b_price_z_mean;s_items;max_pair_as_seller,0.54;0.48;0.46,0.021011630452941285,0
P00008,2025-01-01,b_price_z_mean;b_price_z_max;s_items,0.77;0.6;0.48,0.05068473733322934,0
P00008,2025-01-02,s_items;max_pair_as_seller;b_trades,0.48;0.46;0.41,0.0024528965854885582,0
P00008,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.48;0.46,0.018052239515978626,0
P00008,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.125256353083254,0
P00009,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.5;0.48;0.46,0.010744494570653948,0
P00009,2025-01-02,s_items;max_pair_as_seller;b_trades,0.48;0.46;0.41,0.003026536076737765,0
P00009,2025-01-03,buyer_hour_entropy;b_price_z_mean;s_items,0.54;0.49;0.48,0.024068200996002133,0
P00010,2025-01-01,b_price_z_mean;buyer_hour_entropy;s_items,0.57;0.54;0.48,0.029803788580989102,0
P00010,2025-01-02,max_pair_as_buyer;b_items;b_counterparties,3.32;1.87;1.86,0.6049204356810873,0
P00010,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.48;0.46,0.019634124115674483,0
P00010,2025-01-04,s_items;max_pair_as_seller;b_trades,0.48;0.46;0.41,0.01211970231993614,0
P00011,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.51;0.48;0.46,0.020667256671782732,0
P00011,2025-01-02,b_counterparties;buyer_hour_entropy;b_trades,1.12;1.06;1.01,0.08802685802405316,0
P00011,2025-01-03,s_items;max_pair_as_seller;s_price_z_mean,1.55;1.31;1.23,0.36423903287443016,0
P00011,2025-01-04,buyer_hour_entropy;b_counterparties;b_trades,1.45;1.12;1.11,0.11096766971788771,0
P00012,2025-01-01,b_price_z_max;b_price_z_mean;buyer_hour_entropy,1.65;1.43;0.54,0.1872687675891341,0
P00012,2025-01-02,s_items;max_pair_as_seller;b_trades,0.48;0.46;0.41,0.002375809249819738,0
P00012,2025-01-03,seller_hour_entropy;s_items;s_counterparties,1.62;1.55;1.31,0.43140391098681724,0
P00012,2025-01-04,buyer_hour_entropy;b_price_z_mean;b_price_z_max,1.45;1.34;1.28,0.16596861321723494,0
P00013,2025-01-01,s_price_z_mean;s_price_z_max;s_items,6.65;6.12;1.55,0.546578237355713,0
P00013,2025-01-02,s_items;buyer_hour_entropy;max_pair_as_seller,1.55;1.45;1.31,0.28270988084109233,0
P00013,2025-01-03,s_items;s_trades;s_counterparties,3.57;3.29;3.25,0.5721823930265426,0
P00013,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.48;0.46,0.022929655667013184,0
P00014,2025-01-01,b_counterparties;b_trades;b_items,4.09;3.84;3.44,0.5823141343875302,0
P00014,2025-01-02,buyer_hour_entropy;b_counterparties;b_trades,1.45;1.12;1.11,0.06069720352203145,0
P00014,2025-01-03,b_items;b_counterparties;b_trades,1.93;1.86;1.72,0.16934745867398088,0
P00014,2025-01-04,b_items;b_counterparties;b_trades,1.93;1.86;1.72,0.20079861112427036,0
P00015,2025-01-01,s_items;max_pair_as_seller;b_trades,0.48;0.46;0.41,0.004587473662488135,0
P00015,2025-01-02,buyer_hour_entropy;s_items;b_price_z_mean,0.54;0.48;0.47,0.023131604481829295,0
