listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0000001,2025-01-01 00:00:00,P00000,EU,I0005,2,32.46,2025-01-01 12:00:00
L0000028,2025-01-01 00:00:00,P00331,NA,I0029,2,57.74,2025-01-01 15:00:00
L0000029,2025-01-01 00:00:00,P00355,NA,I0000,2,486.86,2025-01-02 10:00:00
L0000030,2025-01-01 00:00:00,P00365,NA,I0012,1,31.69,2025-01-02 06:00:00
L0000031,2025-01-01 00:00:00,P00366,EU,I0012,3,29.07,2025-01-01 20:00:00
L0000033,2025-01-01 00:00:00,P00387,ASIA,I0039,1,55.36,2025-01-01 17:00:00
L0000024,2025-01-01 00:00:00,P00287,NA,I0012,2,36.62,2025-01-01 19:00:00
L0000032,2025-01-01 00:00:00,P00377,EU,I0009,3,44.8,2025-01-02 01:00:00
L0000026,2025-01-01 00:00:00,P00320,EU,I0024,1,60.11,2025-01-02 07:00:00
L0000027,2025-01-01 00:00:00,P00325,EU,I0013,2,76.67,2025-01-02 03:00:00
L0000036,2025-01-01 00:00:00,P00461,NA,I0000,1,498.24,2025-01-02 01:00:00
L0000039,2025-01-01 00:00:00,P00482,EU,I0017,2,39.13,2025-01-01 16:00:00
L0000041,2025-01-01 00:00:00,P00513,EU,I0018,1,55.95,2025-01-02 02:00:00
L0000042,2025-01-01 00:00:00,P00530,EU,I0031,1,72.73,2025-01-01 13:00:00
L0000043,2025-01-01 00:00:00,P00540,NA,I0027,1,51.1,2025-01-01 21:00:00
L0000035,2025-01-01 00:00:00,P00441,EU,I0013,1,56.17,2025-01-02 09:00:00
L0000023,2025-01-01 00:00:00,P00285,NA,I0027,1,46.9,2025-01-02 00:00:00
L0000037,2025-01-01 00:00:00,P00468,NA,I0008,1,46.67,2025-01-01 19:00:00
L0000025,2025-01-01 00:00:00,P00309,NA,I0031,1,59.95,2025-01-02 07:00:00
L0000038,2025-01-01 00:00:00,P00476,EU,I0039,2,51.64,2025-01-02 09:00:00
L0000034,2025-01-01 00:00:00,P00418,EU,I0004,1,75.87,2025-01-01 14:00:00
L0000040,2025-01-01 00:00:00,P00502,EU,I0022,1,329.36,2025-01-02 05:00:00
L0000022,2025-01-01 00:00:00,P00284,ASIA,I0015,2,45.88,2025-01-01 12:00:00
L0000004,2025-01-01 00:00:00,P00046,NA,I0037,1,4226.35,2025-01-02 02:00:00
L0000005,2025-01-01 00:00:00,P00054,ASIA,I0033,2,36.11,2025-01-01 17:00:00
L0000006,2025-01-01 00:00:00,P00080,EU,I0034,1,44.26,2025-01-02 04:00:00
L0000007,2025-01-01 00:00:00,P00089,NA,I0023,2,54.78,2025-01-02 07:00:00
L0000008,2025-01-01 00:00:00,P00117,NA,I0025,2,62.45,2025-01-02 04:00:00
L0000009,2025-01-01 00:00:00,P00158,EU,I0002,2,445.28,2025-01-02 10:00:00
L0000010,2025-01-01 00:00:00,P00174,ASIA,I0018,2,66.28,2025-01-02 07:00:00
L0000021,2025-01-01 00:00:00,P00283,ASIA,I0012,3,37.15,2025-01-01 15:00:00
L0000011,2025-01-01 00:00:00,P00177,NA,I0029,2,73.83,2025-01-02 10:00:00
L0000003,2025-01-01 00:00:00,P00017,EU,I0031,1,72.96,2025-01-01 23:00:00
L0000013,2025-01-01 00:00:00,P00189,ASIA,I0012,3,29.25,2025-01-01 12:00:00
L0000014,2025-01-01 00:00:00,P00210,NA,I0031,1,71.01,2025-01-02 02:00:00
L0000015,2025-01-01 00:00:00,P00223,NA,I0012,1,41.66,2025-01-02 08:00:00
L0000016,2025-01-01 00:00:00,P00230,EU,I0018,1,48.66,2025-01-01 15:00:00
L0000017,2025-01-01 00:00:00,P00233,NA,I0010,1,56.33,2025-01-01 22:00:00
L0000018,2025-01-01 00:00:00,P00263,EU,I0031,1,76.66,2025-01-02 08:00:00
L0000019,2025-01-01 00:00:00,P00271,NA,I0039,1,57.14,2025-01-01 15:00:00
L0000012,2025-01-01 00:00:00,P00186,NA,I0015,1,53.33,2025-01-02 02:00:00
L0000020,2025-01-01 00:00:00,P00275,NA,I0019,1,47.68,2025-01-02 00:00:00
L0000002,2025-01-01 00:00:00,P00010,EU,I0018,1,65.94,2025-01-02 11:00:00
L0004471,2025-01-01 00:34:00,P00342,,I0032,1,100.45,2025-01-01 06:34:00
L0004455,2025-01-01 00:36:00,P00311,,I0017,1,91.7,2025-01-01 06:36:00
L0004464,2025-01-01 00:37:00,P00266,,I0035,1,70.55,2025-01-01 06:37:00
L0004432,2025-01-01 00:42:00,P00347,,I0015,1,88.9,2025-01-01 06:42:00
L0004473,2025-01-01 00:46:00,P00314,,I0032,1,100.45,2025-01-01 06:46:00
L0004441,2025-01-01 00:49:00,P00300,,I0022,1,774.05,2025-01-01 06:49:00
L0004450,2025-01-01 00:50:00,P00275,,I0002,1,667.48,2025-01-01 06:50:00
L0004466,2025-01-01 00:51:00,P00277,,I0035,1,70.55,2025-01-01 06:51:00
L0004475,2025-01-01 00:52:00,P00499,,I0032,1,100.45,2025-01-01 06:52:00
L0000069,2025-01-01 01:00:00,P00417,ASIA,I0008,1,49.14,2025-01-01 19:00:00
L0000073,2025-01-01 01:00:00,P00487,NA,I0013,1,81.21,2025-01-01 16:00:00
L0000080,2025-01-01 01:00:00,P00511,ASIA,I0008,2,55.19,2025-01-02 08:00:00
L0000081,2025-01-01 01:00:00,P00536,EU,I0019,1,48.18,2025-01-02 03:00:00
L0000082,2025-01-01 01:00:00,P00567,EU,I0025,3,43.32,2025-01-01 13:00:00
L0000083,2025-01-01 01:00:00,P00578,NA,I0021,1,384.08,2025-01-01 14:00:00
L0000067,2025-01-01 01:00:00,P00333,ASIA,I0022,3,450.42,2025-01-01 15:00:00
L0000085,2025-01-01 01:00:00,P00589,ASIA,I0027,1,45.62,2025-01-02 08:00:00
L0000048,2025-01-01 01:00:00,P00062,NA,I0023,1,49.18,2025-01-01 13:00:00
L0000046,2025-01-01 01:00:00,P00040,EU,I0024,2,69.87,2025-01-02 09:00:00
L0000079,2025-01-01 01:00:00,P00510,ASIA,I0018,2,58.82,2025-01-02 03:00:00
L0000084,2025-01-01 01:00:00,P00580,EU,I0029,1,65.38,2025-01-02 02:00:00
L0000045,2025-01-01 01:00:00,P00031,NA,I0032,1,50.56,2025-01-01 16:00:00
L0000076,2025-01-01 01:00:00,P00502,EU,I0003,2,51.06,2025-01-01 16:00:00
L0000065,2025-01-01 01:00:00,P00276,ASIA,I0009,1,66.58,2025-01-02 08:00:00
L0000075,2025-01-01 01:00:00,P00499,EU,I0008,1,72.14,2025-01-01 13:00:00
L0000063,2025-01-01 01:00:00,P00265,EU,I0020,2,436.3,2025-01-01 15:00:00
L0000050,2025-01-01 01:00:00,P00075,EU,I0034,1,44.58,2025-01-01 19:00:00
L0000047,2025-01-01 01:00:00,P00045,NA,I0030,1,293.3,2025-01-01 23:00:00
L0000074,2025-01-01 01:00:00,P00491,NA,I0005,1,46.48,2025-01-01 13:00:00
L0000078,2025-01-01 01:00:00,P00508,EU,I0015,1,51.12,2025-01-02 11:00:00
L0000049,2025-01-01 01:00:00,P00065,NA,I0032,1,51.02,2025-01-01 17:00:00
L0000044,2025-01-01 01:00:00,P00013,EU,I0003,2,56.11,2025-01-02 10:00:00
L0000064,2025-01-01 01:00:00,P00272,EU,I0012,1,24.3,2025-01-02 04:00:00
L0000055,2025-01-01 01:00:00,P00151,EU,I0036,2,374.73,2025-01-01 13:00:00
