player_id,region,playstyle,account_age_days
P00000,EU,casual,44
P00001,NA,casual,466
P00002,NA,farmer,714
P00003,ASIA,casual,179
P00004,ASIA,farmer,728
P00005,EU,raider,1031
P00006,NA,casual,236
P00007,NA,casual,512
P00008,NA,casual,411
P00009,NA,farmer,165
P00010,EU,farmer,527
P00011,EU,raider,661
P00012,EU,casual,528
P00013,EU,casual,941
P00014,NA,casual,1081
P00015,NA,raider,136
P00016,NA,farmer,573
P00017,EU,trader,574
P00018,NA,casual,253
P00019,NA,raider,38
P00020,NA,casual,203
P00021,NA,trader,986
P00022,NA,casual,549
P00023,EU,casual,1045
P00024,EU,casual,759
P00025,NA,raider,461
P00026,ASIA,casual,103
P00027,EU,trader,711
P00028,NA,casual,361
P00029,EU,casual,134
P00030,EU,farmer,534
P00031,NA,trader,555
P00032,NA,farmer,770
P00033,ASIA,farmer,729
P00034,ASIA,casual,433
P00035,NA,casual,126
P00036,EU,raider,1086
P00037,NA,casual,12
P00038,NA,casual,603
P00039,EU,farmer,101
P00040,EU,casual,212
P00041,EU,trader,146
P00042,ASIA,trader,750
P00043,NA,farmer,248
P00044,EU,casual,1009
P00045,NA,casual,1061
P00046,NA,trader,17
P00047,ASIA,trader,823
P00048,NA,casual,584
P00049,ASIA,farmer,213
P00050,EU,raider,504
P00051,EU,casual,517
P00052,EU,casual,967
P00053,ASIA,casual,494
P00054,ASIA,casual,962
P00055,EU,casual,684
P00056,EU,casual,969
P00057,ASIA,casual,814
P00058,NA,raider,1042
P00059,EU,casual,717
P00060,EU,trader,322
P00061,NA,casual,694
P00062,NA,casual,335
P00063,EU,raider,459
P00064,ASIA,casual,513
P00065,NA,casual,164
P00066,NA,casual,337
P00067,ASIA,casual,587
P00068,NA,raider,64
P00069,NA,trader,358
P00070,EU,farmer,52
P00071,ASIA,raider,1019
P00072,NA,casual,649
P00073,NA,casual,665
P00074,NA,farmer,597
P00075,EU,casual,318
P00076,NA,casual,211
P00077,ASIA,trader,789
P00078,EU,raider,353
P00079,NA,casual,142
P00080,EU,farmer,770
P00081,EU,casual,229
P00082,ASIA,casual,544
