player_id,day,top_features,top_feature_abs_z,anomaly_score,is_suspicious
P00000,2025-01-01,b_price_z_max;b_price_z_mean;s_items,0.69;0.56;0.51,0.024131328019790593,0
P00000,2025-01-03,b_price_z_max;b_price_z_mean;buyer_hour_entropy,1.1;0.85;0.53,0.07648422565591283,0
P00000,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.14;1.09;1.06,0.06598682345646763,0
P00001,2025-01-01,buyer_hour_entropy;s_items;max_pair_as_seller,0.53;0.51;0.49,0.009409874083511391,0
P00001,2025-01-02,b_items;b_counterparties;b_trades,1.89;1.83;1.71,0.1639958026958586,0
P00001,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.53;0.51;0.49,0.00783299487937819,0
P00001,2025-01-04,b_items;b_counterparties;b_trades,1.89;1.83;1.71,0.16780201670216124,0
P00002,2025-01-01,s_items;max_pair_as_seller;b_price_z_mean,1.53;1.31;0.9,0.17755874944150124,0
P00002,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.14;1.09;1.06,0.06502698416950135,0
P00002,2025-01-03,b_items;b_counterparties;b_trades,1.89;1.83;1.71,0.1950861792924519,0
P00002,2025-01-04,b_counterparties;buyer_hour_entropy;b_trades,1.09;1.06;1.0,0.08839359677407994,0
P00003,2025-01-01,b_price_z_mean;s_price_z_mean;s_price_z_max,12.27;10.73;9.54,0.9445510604796099,1
P00003,2025-01-02,s_trades;s_counterparties;max_pair_as_seller,3.92;3.88;3.11,0.5939984461501694,0
P00003,2025-01-03,s_items;seller_hour_entropy;max_pair_as_seller,1.53;1.36;1.31,0.2907942698246014,0
P00003,2025-01-04,s_items;max_pair_as_seller;seller_hour_entropy,1.53;1.31;1.06,0.3322132916291393,0
P00004,2025-01-01,b_counterparties;b_trades;b_items,2.56;2.42;1.89,0.3159418250768484,0
P00004,2025-01-02,s_items;max_pair_as_seller;buyer_hour_entropy,1.53;1.31;0.53,0.19030665499270652,0
P00004,2025-01-03,s_items;max_pair_as_seller;b_items,1.53;1.31;1.14,0.25132610324368954,0
P00004,2025-01-04,b_price_z_mean;b_price_z_max;buyer_hour_entropy,1.06;0.74;0.53,0.07247092531409871,0
P00005,2025-01-01,s_items;max_pair_as_seller;seller_hour_entropy,0.51;0.49;0.42,0.007621573935382399,0
P00005,2025-01-02,s_items;max_pair_as_seller;seller_hour_entropy,0.51;0.49;0.42,0.0005203712453069435,0
P00005,2025-01-03,s_items;seller_hour_entropy;max_pair_as_seller,1.53;1.42;1.31,0.2842605502982695,0
P00006,2025-01-01,b_price_z_mean;buyer_hour_entropy;b_price_z_max,2.42;1.46;1.38,0.3098459460953921,0
P00006,2025-01-02,b_price_z_mean;b_price_z_max;buyer_hour_entropy,2.28;2.03;1.46,0.27559537319983296,0
P00006,2025-01-03,s_items;max_pair_as_seller;seller_hour_entropy,0.51;0.49;0.42,0.009239293470693105,0
