entity_type,entity_id,fraud_type,is_fraud
trade,T0005706,wash_trading,1
listing,L0004533,wash_trading,1
trade,T0005707,wash_trading,1
listing,L0004534,wash_trading,1
trade,T0005708,wash_trading,1
listing,L0004535,wash_trading,1
trade,T0005709,wash_trading,1
listing,L0004536,wash_trading,1
trade,T0005710,wash_trading,1
listing,L0004537,wash_trading,1
trade,T0005711,wash_trading,1
listing,L0004538,wash_trading,1
trade,T0005712,wash_trading,1
listing,L0004539,wash_trading,1
trade,T0005713,wash_trading,1
listing,L0004540,wash_trading,1
trade,T0005714,wash_trading,1
listing,L0004541,wash_trading,1
trade,T0005715,wash_trading,1
listing,L0004542,wash_trading,1
trade,T0005716,wash_trading,1
listing,L0004543,wash_trading,1
trade,T0005717,wash_trading,1
listing,L0004544,wash_trading,1
trade,T0005718,wash_trading,1
listing,L0004545,wash_trading,1
trade,T0005719,wash_trading,1
listing,L0004546,wash_trading,1
trade,T0005720,wash_trading,1
listing,L0004547,wash_trading,1
trade,T0005721,wash_trading,1
listing,L0004548,wash_trading,1
trade,T0005722,wash_trading,1
listing,L0004549,wash_trading,1
trade,T0005723,wash_trading,1
listing,L0004550,wash_trading,1
trade,T0005724,wash_trading,1
listing,L0004551,wash_trading,1
trade,T0005725,wash_trading,1
listing,L0004552,wash_trading,1
trade,T0005726,wash_trading,1
listing,L0004553,wash_trading,1
trade,T0005727,wash_trading,1
listing,L0004554,wash_trading,1
trade,T0005728,wash_trading,1
listing,L0004555,wash_trading,1
trade,T0005729,wash_trading,1
listing,L0004556,wash_trading,1
trade,T0005730,wash_trading,1
listing,L0004557,wash_trading,1
trade,T0005731,wash_trading,1
listing,L0004558,wash_trading,1
trade,T0005732,wash_trading,1
listing,L0004559,wash_trading,1
trade,T0005733,wash_trading,1
listing,L0004560,wash_trading,1
trade,T0005734,wash_trading,1
listing,L0004561,wash_trading,1
trade,T0005735,wash_trading,1
listing,L0004562,wash_trading,1
trade,T0005736,wash_trading,1
listing,L0004563,wash_trading,1
trade,T0005737,wash_trading,1
listing,L0004564,wash_trading,1
trade,T0005738,wash_trading,1
listing,L0004565,wash_trading,1
trade,T0005739,wash_trading,1
listing,L0004566,wash_trading,1
trade,T0005740,wash_trading,1
listing,L0004567,wash_trading,1
trade,T0005741,wash_trading,1
listing,L0004568,wash_trading,1
trade,T0005742,wash_trading,1
listing,L0004569,wash_trading,1
trade,T0005743,wash_trading,1
listing,L0004570,wash_trading,1
trade,T0005744,wash_trading,1
listing,L0004571,wash_trading,1
trade,T0005745,wash_trading,1
listing,L0004572,wash_trading,1
trade,T0005746,wash_trading,1
listing,L0004573,wash_trading,1
trade,T0005747,wash_trading,1
listing,L0004574,wash_trading,1
trade,T0005748,wash_trading,1
listing,L0004575,wash_trading,1
trade,T0005749,wash_trading,1
listing,L0004576,wash_trading,1
trade,T0005750,wash_trading,1
listing,L0004577,wash_trading,1
trade,T0005751,wash_trading,1
listing,L0004578,wash_trading,1
trade,T0005752,wash_trading,1
listing,L0004579,wash_trading,1
trade,T0005753,wash_trading,1
listing,L0004580,wash_trading,1
trade,T0005754,mule_transfer,1
listing,L0004581,mule_transfer,1
account,P00413,mule_transfer,1
trade,T0005755,mule_transfer,1
listing,L0004582,mule_transfer,1
account,P00009,mule_transfer,1
trade,T0005756,mule_transfer,1
listing,L0004583,mule_transfer,1
account,P00515,mule_transfer,1
trade,T0005757,mule_transfer,1
listing,L0004584,mule_transfer,1
account,P00546,mule_transfer,1
trade,T0005758,mule_transfer,1
listing,L0004585,mule_transfer,1
account,P00580,mule_transfer,1
trade,T0005759,mule_transfer,1
listing,L0004586,mule_transfer,1
account,P00160,mule_transfer,1
trade,T0005760,mule_transfer,1
listing,L0004587,mule_transfer,1
account,P00294,mule_transfer,1
trade,T0005761,mule_transfer,1
listing,L0004588,mule_transfer,1
account,P00574,mule_transfer,1
trade,T0005762,mule_transfer,1
listing,L0004589,mule_transfer,1
account,P00018,mule_transfer,1
trade,T0005763,mule_transfer,1
listing,L0004590,mule_transfer,1
account,P00236,mule_transfer,1
trade,T0005764,mule_transfer,1
listing,L0004591,mule_transfer,1
account,P00242,mule_transfer,1
trade,T0005765,mule_transfer,1
listing,L0004592,mule_transfer,1
account,P00404,mule_transfer,1
trade,T0005766,collusive_flip,1
listing,L0004593,collusive_flip,1
trade,T0005767,collusive_flip,1
listing,L0004594,collusive_flip,1
trade,T0005768,collusive_flip,1
listing,L0004595,collusive_flip,1
trade,T0005769,collusive_flip,1
listing,L0004596,collusive_flip,1
trade,T0005770,collusive_flip,1
listing,L0004597,collusive_flip,1
trade,T0005771,collusive_flip,1
listing,L0004598,collusive_flip,1
trade,T0005772,collusive_flip,1
listing,L0004599,collusive_flip,1
trade,T0005773,collusive_flip,1
listing,L0004600,collusive_flip,1
trade,T0005774,collusive_flip,1
listing,L0004601,collusive_flip,1
trade,T0005775,collusive_flip,1
listing,L0004602,collusive_flip,1
trade,T0005776,collusive_flip,1
listing,L0004603,collusive_flip,1
trade,T0005777,collusive_flip,1
listing,L0004604,collusive_flip,1
trade,T0005778,collusive_flip,1
listing,L0004605,collusive_flip,1
trade,T0005779,collusive_flip,1
listing,L0004606,collusive_flip,1
trade,T0005780,collusive_flip,1
listing,L0004607,collusive_flip,1
trade,T0005781,collusive_flip,1
listing,L0004608,collusive_flip,1
trade,T0005782,collusive_flip,1
listing,L0004609,collusive_flip,1
trade,T0005783,collusive_flip,1
listing,L0004610,collusive_flip,1
trade,T0005784,collusive_flip,1
listing,L0004611,collusive_flip,1
trade,T0005785,collusive_flip,1
listing,L0004612,collusive_flip,1
