entity_type,entity_id,risk,code,detail
trade,T0005750,0.85,OVERPRICED,+11.1σ vs median
trade,T0000214,0.85,UNDERPRICED,-11.5σ vs median
trade,T0000313,0.85,UNDERPRICED,-11.6σ vs median
trade,T0000333,0.85,UNDERPRICED,-11.6σ vs median
trade,T0000424,0.85,UNDERPRICED,-11.9σ vs median
trade,T0002691,0.85,UNDERPRICED,-23.4σ vs median
trade,T0002703,0.85,UNDERPRICED,-11.7σ vs median
trade,T0002735,0.85,UNDERPRICED,-11.7σ vs median
trade,T0002719,0.85,UNDERPRICED,-11.7σ vs median
trade,T0002727,0.85,UNDERPRICED,-11.7σ vs median
trade,T0002793,0.85,UNDERPRICED,-11.7σ vs median
trade,T0002790,0.85,UNDERPRICED,-11.7σ vs median
trade,T0002813,0.85,UNDERPRICED,-11.7σ vs median
trade,T0002839,0.85,UNDERPRICED,-3.6σ vs median
trade,T0002908,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005768,0.85,UNDERPRICED,-11.8σ vs median
trade,T0005014,0.85,UNDERPRICED,-18.3σ vs median
trade,T0004985,0.85,UNDERPRICED,-18.3σ vs median
trade,T0004989,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005012,0.85,UNDERPRICED,-18.3σ vs median
trade,T0004974,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005064,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005162,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005163,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005171,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005199,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005147,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005198,0.85,UNDERPRICED,-18.3σ vs median
trade,T0000284,0.85,UNDERPRICED,-4.0σ vs median
trade,T0000296,0.85,UNDERPRICED,-4.0σ vs median
trade,T0000334,0.85,UNDERPRICED,-4.4σ vs median
trade,T0000562,0.85,UNDERPRICED,-2.6σ vs median
trade,T0000561,0.85,UNDERPRICED,-2.5σ vs median
trade,T0003336,0.85,OVERPRICED,+3.2σ vs median
trade,T0005346,0.85,UNDERPRICED,-18.1σ vs median
trade,T0005437,0.85,UNDERPRICED,-18.1σ vs median
trade,T0005400,0.85,UNDERPRICED,-18.1σ vs median
trade,T0005418,0.85,UNDERPRICED,-17.8σ vs median
trade,T0005427,0.85,UNDERPRICED,-17.4σ vs median
trade,T0005543,0.85,UNDERPRICED,-17.4σ vs median
trade,T0005509,0.85,UNDERPRICED,-17.4σ vs median
trade,T0005541,0.85,UNDERPRICED,-17.4σ vs median
trade,T0005591,0.85,UNDERPRICED,-17.4σ vs median
trade,T0005572,0.85,UNDERPRICED,-17.4σ vs median
trade,T0005594,0.85,UNDERPRICED,-17.4σ vs median
trade,T0005614,0.85,UNDERPRICED,-17.4σ vs median
trade,T0005690,0.85,UNDERPRICED,-17.4σ vs median
trade,T0000141,0.85,UNDERPRICED,-3.9σ vs median
trade,T0000205,0.85,UNDERPRICED,-4.8σ vs median
trade,T0005553,0.85,UNDERPRICED,-52.8σ vs median
trade,T0005670,0.85,UNDERPRICED,-52.8σ vs median
trade,T0005678,0.85,UNDERPRICED,-52.8σ vs median
trade,T0002977,0.85,OVERPRICED,+2.7σ vs median
trade,T0002980,0.85,OVERPRICED,+2.7σ vs median
trade,T0003090,0.85,OVERPRICED,+2.7σ vs median
trade,T0003150,0.85,OVERPRICED,+2.7σ vs median
trade,T0003142,0.85,OVERPRICED,+2.7σ vs median
trade,T0003200,0.85,OVERPRICED,+2.7σ vs median
trade,T0004398,0.85,UNDERPRICED,-15.9σ vs median
trade,T0004414,0.85,UNDERPRICED,-15.9σ vs median
trade,T0004421,0.85,UNDERPRICED,-15.9σ vs median
trade,T0004484,0.85,UNDERPRICED,-15.9σ vs median
trade,T0004570,0.85,UNDERPRICED,-15.9σ vs median
trade,T0004607,0.85,UNDERPRICED,-15.9σ vs median
trade,T0004636,0.85,UNDERPRICED,-15.9σ vs median
trade,T0004620,0.85,UNDERPRICED,-15.9σ vs median
trade,T0004664,0.85,UNDERPRICED,-13.2σ vs median
trade,T0004680,0.85,UNDERPRICED,-11.4σ vs median
trade,T0004673,0.85,UNDERPRICED,-11.4σ vs median
trade,T0004751,0.85,UNDERPRICED,-11.4σ vs median
trade,T0004773,0.85,UNDERPRICED,-11.4σ vs median
trade,T0004818,0.85,UNDERPRICED,-11.4σ vs median
