player_id,region,playstyle,account_age_days
P00000,EU,casual,850
P00001,EU,casual,283
P00002,NA,casual,331
P00003,NA,casual,91
P00004,NA,casual,816
P00005,EU,farmer,588
P00006,NA,casual,119
P00007,ASIA,farmer,449
P00008,EU,casual,138
P00009,EU,raider,73
P00010,EU,casual,635
P00011,NA,casual,556
P00012,EU,raider,479
P00013,EU,farmer,314
P00014,EU,casual,489
P00015,ASIA,farmer,944
P00016,EU,casual,420
P00017,NA,casual,848
P00018,NA,trader,607
P00019,EU,casual,277
P00020,ASIA,raider,249
P00021,NA,casual,1071
P00022,ASIA,casual,269
P00023,NA,farmer,14
P00024,ASIA,raider,774
P00025,ASIA,trader,708
P00026,EU,trader,623
P00027,EU,raider,360
P00028,EU,casual,94
P00029,NA,farmer,1011
P00030,ASIA,trader,272
P00031,EU,farmer,323
P00032,NA,raider,998
P00033,EU,farmer,372
P00034,EU,casual,633
P00035,EU,casual,643
P00036,EU,trader,197
P00037,EU,trader,50
P00038,NA,trader,590
P00039,NA,raider,618
P00040,EU,casual,111
P00041,NA,farmer,648
P00042,EU,casual,187
P00043,ASIA,raider,665
P00044,EU,raider,106
P00045,NA,casual,349
P00046,NA,casual,291
P00047,EU,casual,477
P00048,EU,casual,949
P00049,NA,trader,1059
P00050,ASIA,casual,108
P00051,EU,casual,271
P00052,ASIA,raider,458
P00053,EU,casual,1021
P00054,EU,casual,16
P00055,EU,trader,230
P00056,NA,casual,272
P00057,NA,casual,117
P00058,NA,casual,79
P00059,EU,casual,559
P00060,NA,casual,518
P00061,EU,trader,995
P00062,EU,trader,948
P00063,EU,casual,355
P00064,EU,casual,830
P00065,NA,raider,405
P00066,NA,casual,1075
P00067,EU,raider,670
P00068,NA,casual,488
P00069,NA,raider,851
P00070,EU,casual,64
P00071,NA,farmer,279
P00072,EU,casual,528
P00073,EU,casual,726
P00074,NA,casual,87
P00075,NA,trader,117
P00076,NA,raider,334
P00077,NA,trader,487
P00078,NA,casual,575
P00079,NA,trader,1036
P00080,EU,raider,37
P00081,NA,trader,749
P00082,NA,farmer,289
P00083,EU,casual,601
P00084,EU,casual,169
P00085,EU,casual,701
P00086,NA,casual,714
P00087,EU,casual,951
P00088,NA,casual,561
P00089,EU,casual,1056
P00090,NA,casual,1014
P00091,EU,casual,205
P00092,EU,raider,289
P00093,EU,farmer,240
P00094,NA,casual,290
P00095,EU,casual,44
P00096,EU,casual,956
P00097,EU,casual,95
P00098,NA,raider,150
P00099,EU,casual,653
P00100,ASIA,casual,469
P00101,EU,casual,741
P00102,NA,trader,10
P00103,ASIA,trader,53
P00104,EU,farmer,341
P00105,ASIA,trader,877
P00106,ASIA,trader,883
P00107,NA,casual,108
P00108,NA,casual,106
P00109,EU,trader,381
P00110,NA,casual,801
P00111,NA,casual,1021
P00112,NA,trader,408
P00113,NA,raider,539
P00114,NA,casual,645
P00115,ASIA,trader,910
P00116,ASIA,trader,1067
P00117,NA,casual,357
P00118,NA,raider,577
P00119,ASIA,casual,603
P00120,NA,casual,237
P00121,ASIA,raider,556
P00122,NA,trader,181
P00123,EU,trader,716
P00124,ASIA,raider,660
P00125,NA,casual,411
P00126,EU,trader,862
P00127,EU,farmer,533
P00128,NA,casual,399
P00129,NA,farmer,764
P00130,EU,trader,266
P00131,ASIA,trader,678
P00132,EU,farmer,801
P00133,NA,casual,575
P00134,EU,casual,474
P00135,EU,casual,1065
P00136,ASIA,casual,1073
P00137,NA,casual,770
P00138,ASIA,casual,1081
P00139,EU,casual,403
P00140,EU,casual,1052
P00141,NA,casual,317
P00142,EU,raider,827
P00143,NA,casual,943
P00144,EU,farmer,193
P00145,EU,raider,13
P00146,NA,farmer,791
